Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
drug_medicine_2,intervencion,,text,Medicamento 2,,,,,,,[drug_day_of_intervention] = '0',y,LV,,,," @CALCTEXT(if([drug_day_of_intervention] = '0' and (([drug_age] = 0 and [drug_age_2] >= 6) or ([drug_age] >= 1)), if([drug_medications] = ""Cloroquina (3 día) + Tafenoquina (1 día)"" or [drug_medications] = ""Cloroquina (1 día) + Tafenoquina (1 día)"", ""Tafenoquina (150mg tableta)"", ""Primaquina (15mg tableta)""), ''))"
drug_1st_dose_adminis_2,intervencion,,radio,¿La dosis fue administrada?,"1, Si | 2, No",,,,,,[drug_medicine_2] = 'Tafenoquina (150mg tableta)' or [drug_medicine_2] = 'Primaquina (15mg tableta)',y,LV,,,,
drug_administration_date_2,intervencion,,text,Fecha de administración,,,date_dmy,,,,[drug_1st_dose_adminis_2] = '1',y,LV,,,,
drug_dose_in_mg_2,intervencion,,text,Dosis en mg por día,,,,,,,[drug_1st_dose_adminis_2] = '1',y,LV,,,,
drug_tablets_num_2,intervencion,,dropdown,Cantidad en tabletas administradas,"1, 0.25 | 2, 0.5 | 3, 0.75 | 4, 1 | 5, 1.25 | 6, 1.5 | 7, 1.75 | 8, 2 | 9, 2.25 | 10, 2.5 | 11, 2.75 | 12, 3 | 13, 3.25 | 14, 3.5 | 15, 3.75 | 16, 4",,,,,,[drug_1st_dose_adminis_2] = '1',y,LV,,,,
drug_observed_directly_2,intervencion,,radio,¿La dosis fue observada directamente?,"1, Si | 2, No",,,,,,[drug_1st_dose_adminis_2] = '1',y,LV,,,,
drug_vomit_15mins_2,intervencion,,radio,¿Vomitó antes de los 15 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_1st_dose_adminis_2] = '1',y,LV,,,,
drug_additional_dose_2,intervencion,,radio,¿Se tomó dosis única adicional a causa del vómito?,"1, Si | 2, No",,,,,,[drug_vomit_15mins_2] = '1',y,LV,,,,
drug_vomit_30mins_2,intervencion,,radio,¿Vomitó antes de los 30 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_vomit_15mins_2] = '1',y,LV,,,,
drug_half_add_dose_2,intervencion,,radio,¿Se tomó la mitad de la dosis única adicional a causa del vómito?,"1, Si | 2, No",,,,,,[drug_vomit_30mins_2] = '1',y,LV,,,,
drug_medication2,intervencion,Primer día seguimiento post-inicio de intervención (segundo día de fMDA),text,Esquema de medicamentos seleccionado para el participante,,,,,,,[drug_day_of_intervention] = '1' and ([drug_medications] = 'Cloroquina (3 días) + Tafenoquina (1 día)' or [drug_medications] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medications] = 'Cloroquina (1 día) + Primaquina (7 días)'),y,LV,,,," @READONLY @CALCTEXT(if([drug_day_of_intervention] = '1' and [drug_age] >= 0.5 and ([drug_medications] = 'Chloroquine (3 days) + Tafenoquine (1 day)' or [drug_medications] = 'Chloroquine (3 days) + Primaquine (7 days)' or [drug_medications] = 'Chloroquine (1 day) + Primaquine (7 days)'), [drug_medications], ''))"
drug_medicine2_1,intervencion,,text,Medicamento 1,,,,,,,[drug_day_of_intervention] = '1' and ([drug_medication2] = 'Cloroquina (3 días) + Tafenoquina (1 día)' or [drug_medication2] = 'Cloroquina (3 días) + Primaquina (7 días)'),y,LV,,,," @CALCTEXT(if([drug_medications] = ""Cloroquina (3 días) + Tafenoquina (1 día)"" or  [drug_medications] = ""Cloroquina (1 día) + Tafenoquina (1 día)"" or [drug_medications] = "" Cloroquina (3 días) + Primaquina (7 días)"" or [drug_medications] = "" Cloroquina (1 día) + Primaquina (7 días)"", ""Cloroquina"", """"))"
drug_2nd_dose_adminis2_1,intervencion,,radio,¿La segunda dosis fue administrada?,"1, Si | 2, No",,,,,,"[drug_medicine2_1] = '""Cloroquina""'",y,LV,,,,
drug_administration_date2_1,intervencion,,text,Fecha de administración,,,date_dmy,,,,[drug_2nd_dose_adminis2_1] = '1',y,LV,,,,
drug_dose_in_mg2_1,intervencion,,calc,Dosis en mg por día,[drug_dose_in_mg_1],,,,,,[drug_2nd_dose_adminis2_1] = '1',y,LV,,,, @READONLY
drug_tablets_num2_1,intervencion,,calc,Cantidad en tabletas administradas,[drug_tablets_num_1],,,,,,[drug_2nd_dose_adminis2_1] = '1',y,LV,,,, @READONLY
drug_observed_directly2_1,intervencion,,radio,¿La dosis fue observada directamente?,"1, Si | 2, No",,,,,,[drug_2nd_dose_adminis2_1] = '1',y,LV,,,,
drug_vomit_15min2_1,intervencion,,radio,¿Vomitó antes de los 15 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_2nd_dose_adminis2_1] = '1',y,LV,,,,
drug_additional_dose2_1,intervencion,,radio,¿Se tomó dosis única adicional a causa del vómito? ,"1, Si | 2, No",,,,,,[drug_vomit_15min2_1] = '1',y,LV,,,,
drug_vomit_30min2_1,intervencion,,radio,¿Vomitó antes de los 30 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_vomit_15min2_1] = '1',y,LV,,,,
drug_half_add_dose2_1,intervencion,,radio,¿Se tomó la mitad de la dosis única adicional a causa del vómito?,"1, Si | 2, No",,,,,,[drug_vomit_30min2_1] = '1',y,LV,,,,
drug_medicine2_2,intervencion,,calc,Medicamento 2,"if([drug_medications] = "" Cloroquina (3 días) + Primaquina (7 días)"" or [drug_medications] = "" Cloroquina (1 día) + Primaquina (7 días)"", ""Primaquina (15mg tableta)"", "" "")",,,,,,[drug_day_of_intervention] = '1' and ([drug_medication2] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medication2] = 'Cloroquina (1 día) + Primaquina (7 días)'),y,LV,,,,
drug_2nd_dose_adminis2_2,intervencion,,radio,¿La dosis fue administrada?,"1, Si | 2, No",,,,,,[drug_medicine2_2] = 'Primaquina (15mg tableta)',y,LV,,,,
drug_administration_date2_2,intervencion,,text,Fecha de administración,,,date_dmy,,,,[drug_2nd_dose_adminis2_2] = '1',y,LV,,,,
drug_dose_in_mg2_2,intervencion,,calc,Dosis en mg por día,[drug_dose_in_mg_2],,,,,,[drug_2nd_dose_adminis2_2] = '1',y,LV,,,, @READONLY
drug_tablets_num2_2,intervencion,,calc,Cantidad en tabletas administradas,[drug_tablets_num_2],,,,,,[drug_2nd_dose_adminis2_2] = '1',y,LV,,,, @READONLY
drug_observed_directly2_2,intervencion,,radio,¿La dosis fue observada directamente?,"1, Si | 2, No",,,,,,[drug_2nd_dose_adminis2_2] = '1',y,LV,,,,
drug_vomit_15mins2_2,intervencion,,radio,¿Vomitó antes de los 15 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_2nd_dose_adminis2_2] = '1',y,LV,,,,
drug_additional_dose2_2,intervencion,,radio,¿Se tomó dosis única adicional a causa del vómito? ,"1, Si | 2, No",,,,,,[drug_vomit_15mins2_2] = '1',y,LV,,,,
drug_vomit_30mins2_2,intervencion,,radio,¿Vomitó antes de los 30 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_vomit_15mins2_2] = '1',y,LV,,,,
drug_half_add_dose2_2,intervencion,,radio,¿Se tomó la mitad de la dosis única adicional a causa del vómito? ,"1, Si | 2, No",,,,,,[drug_vomit_30mins2_2] = '1',y,LV,,,,
drug_side_effects2,intervencion,,radio,¿Ha experimentado alguna molestia después de tomar los medicamentos?,"1, Si | 2, No",,,,,,[drug_medicine2_1] = 'Cloroquina' or [drug_medicine2_2] = ' Primaquina (15mg tableta)',y,LV,,,,
drug_side_effects_specify2,intervencion,,checkbox,"¿Cuales? Marque una o más. 	","1, Orina oscura (roja o negra) | 2, Ojos y/o piel amarillenta (ictericia) | 3, Palidez | 4, Fatiga | 5, Mareos | 6, Falta de aire | 7, Dolor de espalda | 8, Taquicardia Fiebre | 9, Náuseas y/o vómitos | 99, Otro",,,,,,[drug_side_effects2] = '1',y,LV,,,,
drug_other_adverse_effect2,intervencion,,text,Precisar otra molestia,,,,,,,[drug_side_effects_specify2(99)] = '1',y,LV,,,,
drug_add_med_evaluation2,intervencion,,calc,¿Se requiere evaluación médica adicional?,"if([drug_day_of_intervention] = '1' and [drug_side_effects2]='1', 'Si', 'No')",,,,,,[drug_day_of_intervention] = '1' and [drug_side_effects2]= '1',y,LV,,,,
drug_notify2,intervencion,,descriptive,Avisar al médico evaluador,,,,,,,[drug_add_med_evaluation2] = 'Sí',,,,,,
drug_comments2,intervencion,,text,Comentarios,,"Ejemplos: Rechazo, interrumpción y razón, no estará en casa mañana",,,,,[drug_day_of_intervention] = '1',y,LV,,,,
drug_medication3,intervencion,Segundo día seguimiento post-inicio de intervención (tercer día de fMDA),calc,Esquema de medicamentos seleccionado para el participante,"if([drug_day_of_intervention] = '2' and ([drug_medications] = 'Cloroquina (3 días) + Tafenoquina (1 día)' or [drug_medications] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medications] = 'Cloroquina (1 día) + Primaquina (7 días)'),concat([drug_medications]), '')",,,,,,[drug_day_of_intervention] = '2' and ([drug_medications] = 'Cloroquina (3 días) + Tafenoquina (1 día)' or [drug_medications] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medications] = 'Cloroquina (1 día) + Primaquina (7 días)'),y,LV,,,, @READONLY
drug_medicine3_1,intervencion,,calc,Medicamento 1,"if([drug_medications] = ""Cloroquina (3 días) + Tafenoquina (1 día)"" or  [drug_medications] = ""Cloroquina (1 día) + Tafenoquina (1 día)"" or [drug_medications] = "" Cloroquina (3 día) + Primaquina (7 días)"" or [drug_medications] = "" Cloroquina (1 día) + Primaquina (7 días)"", ""Cloroquina"", "" "")",,,,,,[drug_day_of_intervention] = '2' and ([drug_medication3] = 'Cloroquina (3 días) + Tafenoquina (1 día)' or [drug_medication3] = 'Cloroquina (3 días) + Primaquina (7 días)'),y,LV,,,,
drug_3rd_dose_adminis3_1,intervencion,,radio,¿La tercera dosis fue administrada?,"1, Si | 2, No",,,,,,"[drug_medicine3_1] = '""Cloroquina""'",y,LV,,,,
drug_administration_date3_1,intervencion,,text,Fecha de administración,,,date_dmy,,,,[drug_3rd_dose_adminis3_1] = '1',y,LV,,,,
drug_dose_in_mg3_1,intervencion,,calc,Dosis en mg por día,[drug_dose_in_mg_1],,,,,,[drug_3rd_dose_adminis3_1] = '1',y,LV,,,, @READONLY
drug_tablets_num3_1,intervencion,,calc,Cantidad en tabletas administradas,[drug_tablets_num_1],,,,,,[drug_3rd_dose_adminis3_1] = '1',y,LV,,,, @READONLY
drug_observed_directly3_1,intervencion,,radio,¿La dosis fue observada directamente?,"1, Si | 2, No",,,,,,[drug_3rd_dose_adminis3_1] = '1',y,LV,,,,
drug_vomit_15min3_1,intervencion,,radio,¿Vomitó antes de los 15 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_3rd_dose_adminis3_1] = '1',y,LV,,,,
drug_additional_dose3_1,intervencion,,radio,¿Se tomó dosis única adicional a causa del vómito? ,"1, Si | 2, No",,,,,,[drug_vomit_15min3_1] = '1',y,LV,,,,
drug_vomit_30min3_1,intervencion,,radio,¿Vomitó antes de los 30 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_vomit_15min3_1] = '1',y,LV,,,,
drug_half_add_dose3_1,intervencion,,radio,¿Se tomó la mitad de la dosis única adicional a causa del vómito? ,"1, Si | 2, No",,,,,,[drug_vomit_30min3_1] = '1',y,LV,,,,
drug_medicine3_2,intervencion,,calc,Medicamento 2,"if([drug_medications] = "" Cloroquina (3 días) + Primaquina (7 días)"" or [drug_medications] = "" Cloroquina (1 día) + Primaquina (7 días)"", ""Primaquina (15mg tableta)"", "" "")",,,,,,[drug_day_of_intervention] = '2' and ([drug_medications] = 'Cloroquina (3 días) + Tafenoquina (1 día)' or [drug_medications] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medications] = 'Cloroquina (1 día) + Primaquina (7 días)'),y,LV,,,,
drug_3rd_dose_adminis3_2,intervencion,,radio,¿La tercera dosis fue administrada?,"1, Si | 2, No",,,,,,[drug_medicine3_2] = 'Primaquina (15mg tableta)',y,LV,,,,
drug_administration_date3_2,intervencion,,text,Fecha de administración,,,date_dmy,,,,[drug_3rd_dose_adminis3_2] = '1',y,LV,,,,
drug_dose_in_mg3_2,intervencion,,calc,Dosis en mg por día,[drug_dose_in_mg_2],,,,,,[drug_3rd_dose_adminis3_2] = '1',y,LV,,,, @READONLY
drug_tablets_num3_2,intervencion,,calc,Cantidad en tabletas administradas,[drug_tablets_num_2],,,,,,[drug_3rd_dose_adminis3_2] = '1',y,LV,,,, @READONLY
drug_observed_directly3_2,intervencion,,radio,¿La dosis fue observada directamente?,"1, Si | 2, No",,,,,,[drug_3rd_dose_adminis3_2] = '1',y,LV,,,,
drug_vomit_15mins3_2,intervencion,,radio,¿Vomitó antes de los 15 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_3rd_dose_adminis3_2] = '1',y,LV,,,,
drug_additional_dose3_2,intervencion,,radio,¿Se tomó dosis única adicional a causa del vómito? ,"1, Si | 2, No",,,,,,[drug_vomit_15mins3_2] = '1',y,LV,,,,
drug_vomit_30mins3_2,intervencion,,radio,¿Vomitó antes de los 30 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_vomit_15mins3_2] = '1',y,LV,,,,
drug_half_add_dose3_2,intervencion,,radio,¿Se tomó la mitad de la dosis única adicional a causa del vómito?,"1, Si | 2, No",,,,,,[drug_vomit_30mins3_2] = '1',y,LV,,,,
drug_side_effects3,intervencion,,radio,¿Ha experimentado alguna molestia después de tomar los medicamentos?,"1, Si | 2, No",,,,,,[drug_medicine3_1] = 'Cloroquina' or [drug_medicine3_2] = ' Primaquina (15mg tableta)',y,LV,,,,
drug_side_effects_specify3,intervencion,,checkbox,"¿Cuales? Marque una o más. 	","1, Orina oscura (roja o negra) | 2, Ojos y/o piel amarillenta (ictericia) | 3, Palidez | 4, Fatiga | 5, Mareos | 6, Falta de aire | 7, Dolor de espalda | 8, Taquicardia Fiebre | 9, Náuseas y/o vómitos | 99, Otro",,,,,,[drug_side_effects3] = '1',y,LV,,,,
drug_other_adverse_effect3,intervencion,,text,Precisar otra molestia,,,,,,,[drug_side_effects_specify3(99)] = '1',y,LV,,,,
drug_hb_collect3,intervencion,,radio,¿Se colectó muestra de hemoglobina por Hemocue?,"1, Si | 2, No",,,,,,[drug_year] = '1' and [drug_round] = '1' and [drug_day_of_intervention] = '2',y,LV,,,,
drug_hb_date3,intervencion,,text,Fecha y hora de muestra de hemoglobina por Hemocue,,,datetime_ymd,,,,"[drug_hb_collect3] = ""1""",,LV,,,,
drug_hb_result3,intervencion,,text,Registra el resultado,,,,,,,"[drug_hb_collect3] = ""1""",y,LV,,,,
drug_hb_photo3,intervencion,,descriptive,Agrega foto del resultado,,,,,,,[drug_day_of_intervention] = '2',,,,,,
drug_urine_collect3,intervencion,,radio,¿Se colectó muestra de orina?,"1, Si | 2, No",,,,,,[drug_day_of_intervention] = '2',y,LV,,,,
drug_urine_date3,intervencion,,text,Fecha y hora de muestra de orina,,,datetime_ymd,,,,[drug_urine_collect3] = '1',,LV,,,,
drug_abnormal_urine3,intervencion,,radio,Hay resultados anormales en la muestra de orina ,"1, Si | 2, No",,,,,,[drug_urine_collect3] = '1',y,LV,,,,
drug_urine_result3,intervencion,,checkbox,Registre resultados anormales del análisis de orina (marque uno o mas),"1, Color rojo, rojo-marrón o negro | 2, Positivo para sangre | 99, Otro",,,,,,[drug_abnormal_urine3] = '1',y,LV,,,,
drug_urine_blood3,intervencion,,radio,Traza de hemólisis,"1, +25 | 2, ++80 | 3, +++200",,,,,,[drug_urine_result3(2)] = '1',y,LV,,,,
drug_other_urine_result3,intervencion,,text,Especifique otros resultados anormales,,,,,,,[drug_urine_result3(99)] = '1',y,LV,,,,
drug_add_med_evaluation3,intervencion,,calc,¿Se requiere evaluación médica adicional?,"if([drug_day_of_intervention] = '3' and ([drug_urine_result3(2)] = '1' or [drug_side_effects_specify3(1)] = '1' or [drug_side_effects_specify3(2)] = '1' or [drug_hb_result3] <= 7), 'Sí', 'No')",,,,,,[drug_day_of_intervention] = '2',y,LV,,,,
drug_notify3,intervencion,,descriptive,Avisar al médico evaluador,,,,,,,[drug_add_med_evaluation3] = 'Sí',,,,,,
drug_comments3,intervencion,,text,Comentarios,,,,,,,[drug_day_of_intervention] = '2',y,LV,,,,
drug_medication4,intervencion,"Tercer día seguimiento post-inicio de intervención (cuarto día de fMDA)
",calc,Esquema de medicamentos seleccionado para el participante,"if([drug_day_of_intervention] = '3' and ([drug_medications] = 'Cloroquina (3 días) + Tafenoquina (1 día)' or [drug_medications] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medications] = 'Cloroquina (1 día) + Primaquina (7 días)'), concat([drug_medications]), '')",,,,,,[drug_day_of_intervention] = '3' and ([drug_medications] = 'Cloroquina (3 días) + Tafenoquina (1 día)' or [drug_medications] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medications] = 'Cloroquina (1 día) + Primaquina (7 días)'),y,LV,,,, @READONLY
drug_medicine4_2,intervencion,,calc,Medicamento 2,"if([drug_medications] = "" Cloroquina (3 días) + Primaquina (7 días)"" or [drug_medications] = "" Cloroquina (1 día) + Primaquina (7 días)"", ""Primaquina (15mg tableta)"", "" "")",,,,,,[drug_day_of_intervention] = '3' and ([drug_medication4] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medication4] = 'Cloroquina (1 día) + Primaquina (7 días)'),y,LV,,,,
drug_4th_dose_adminis4_2,intervencion,,radio,¿La cuarta dosis fue administrada?,"1, Si | 2, No",,,,,,[drug_medicine4_2] = 'Primaquina (15mg tableta)',y,LV,,,,
drug_administration_date4_2,intervencion,,text,Fecha de administración,,,date_dmy,,,,[drug_4th_dose_adminis4_2] = '1',y,LV,,,,
drug_dose_in_mg4_2,intervencion,,calc,Dosis en mg por día,[drug_dose_in_mg_2],,,,,,[drug_4th_dose_adminis4_2] = '1',y,LV,,,, @READONLY
drug_tablets_num4_2,intervencion,,calc,Cantidad en tabletas administradas,[drug_tablets_num_2],,,,,,[drug_4th_dose_adminis4_2] = '1',y,LV,,,, @READONLY
drug_observed_directly4_2,intervencion,,radio,¿La dosis fue observada directamente?,"1, Si | 2, No",,,,,,[drug_4th_dose_adminis4_2] = '1',y,LV,,,,
drug_vomit_15mins4_2,intervencion,,radio,¿Vomitó antes de los 15 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_4th_dose_adminis4_2] = '1',y,LV,,,,
drug_additional_dose4_2,intervencion,,radio,¿Se tomó dosis única adicional a causa del vómito? ,"1, Si | 2, No",,,,,,[drug_vomit_15mins4_2] = '1',y,LV,,,,
drug_vomit_30mins4_2,intervencion,,radio,¿Vomitó antes de los 30 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_vomit_15mins4_2] = '1',y,LV,,,,
drug_half_add_dose4_2,intervencion,,radio,¿Se tomó la mitad de la dosis única adicional a causa del vómito? ,"1, Si | 2, No",,,,,,[drug_vomit_30mins4_2] = '1',y,LV,,,,
drug_side_effects4,intervencion,,radio,¿Ha experimentado alguna molestia después de tomar los medicamentos?,"1, Si | 2, No",,,,,,[drug_medicine4_2] = ' Primaquina (15mg tableta)',y,LV,,,,
drug_side_effects_specify4,intervencion,,checkbox,¿Cuales? Marque una o más,"1, Orina oscura (roja o negra) | 2, Ojos y/o piel amarillenta (ictericia) | 3, Palidez | 4, Fatiga | 5, Mareos | 6, Falta de aire | 7, Dolor de espalda | 8, Taquicardia Fiebre | 9, Náuseas y/o vómitos | 99, Otro",,,,,,[drug_side_effects4] = '1',y,LV,,,,
drug_other_adverse_effect4,intervencion,,text,Precisar otra molestia,,,,,,,[drug_side_effects_specify4(99)] = '1',y,LV,,,,
drug_hb_collect4,intervencion,,radio,¿Se colectó muestra de hemoglobina por Hemocue?,"1, Si | 2, No",,,,,,[drug_year] = '1' and [drug_round] = '1' and [drug_day_of_intervention] = '3'  and [drug_hb_collect3] = '2',y,LV,,,,
drug_hb_date4,intervencion,,text,Fecha y hora de muestra de hemoglobina por Hemocue,,,datetime_ymd,,,,"[drug_hb_collect4] = ""1""",,LV,,,,
drug_hb_result4,intervencion,,text,Registra el resultado (g/dL),,,,,,,"[drug_hb_collect4] = ""1""",y,LV,,,,
drug_hb_photo4,intervencion,,descriptive,Agrega foto del resultado,,,,,,,[drug_day_of_intervention] = '3',,,,,,
drug_urine_collect4,intervencion,,radio,¿Se colectó muestra de orina?,"1, Si | 2, No",,,,,,[drug_year] = '1' and [drug_round] = '1' and [drug_day_of_intervention] = '3' and  [drug_urine_collect3] = '2',y,LV,,,,
drug_urine_date4,intervencion,,text,Fecha y hora de muestra de orina,,,datetime_ymd,,,,[drug_urine_collect4] = '1',,LV,,,,
drug_abnormal_urine4,intervencion,,radio,Hay resultados anormales en la muestra de orina ,"1, Si | 2, No",,,,,,[drug_urine_collect4] = '1',y,LV,,,,
drug_urine_result4,intervencion,,checkbox,Registre resultados anormales del análisis de orina (marque uno o mas),"1, Color rojo, rojo-marrón o negro | 2, Positivo para sangre | 99, Otro",,,,,,[drug_abnormal_urine4] = '1',y,LV,,,,
drug_urine_blood4,intervencion,,radio,Traza de hemólisis,"1, +25 | 2, ++80 | 3, +++200",,,,,,[drug_urine_result4(2)] = '1',y,LV,,,,
drug_other_urine_result4,intervencion,,text,Especifique otros resultados anormales,,,,,,,[drug_urine_result4(99)] = '1',y,LV,,,,
drug_add_med_evaluation4,intervencion,,calc,¿Se requiere evaluación médica adicional?,"if([drug_day_of_intervention] = '3' and ([drug_urine_result4(2)] = '1' or [drug_side_effects_specify4(1)] = '1' or [drug_side_effects_specify4(2)] = '1' or [drug_hb_result4] <= 7), 'Sí', 'No')",,,,,,[drug_day_of_intervention] = '3',y,LV,,,,
drug_notify4,intervencion,,descriptive,Avisar al médico evaluador,,,,,,,[drug_add_med_evaluation4] = 'Sí',,,,,,
drug_comments4,intervencion,,text,Comentarios,,,,,,,[drug_day_of_intervention] = '3',y,LV,,,,
drug_medication5,intervencion,Cuarto día seguimiento post-inicio de intervención (quinto día de fMDA),calc,Medication regimen selected for the participant,"if([drug_day_of_intervention] = '4' and ([drug_medications] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medications] = 'Cloroquina (1 día) + Primaquina (7 días)'), concat([drug_medications]), '')",,,,,,[drug_day_of_intervention] = '4' and ([drug_medications] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medications] = 'Cloroquina (1 día) + Primaquina (7 días)'),y,LV,,,, @READONLY
drug_medicine5_2,intervencion,,calc,Medicamento 2,"if([drug_medications] = "" Cloroquina (3 días) + Primaquina (7 días)"" or [drug_medications] = "" Cloroquina (1 día) + Primaquina (7 días)"", ""Primaquina (15mg tableta)"", "" "")",,,,,,[drug_day_of_intervention] = '4' and ([drug_medication5] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medication5] = 'Cloroquina (1 día) + Primaquina (7 días)'),y,LV,,,,
drug_5th_dose_adminis5_2,intervencion,,radio,¿La quinta dosis fue administrada?,"1, Si | 2, No",,,,,,[drug_medicine5_2] = 'Primaquina (15mg tableta)',y,LV,,,,
drug_administration_date5_2,intervencion,,text,Fecha de administración,,,date_dmy,,,,[drug_5th_dose_adminis5_2] = '1',y,LV,,,,
drug_dose_in_mg5_2,intervencion,,calc,Dosis en mg por día,[drug_dose_in_mg_2],,,,,,[drug_5th_dose_adminis5_2] = '1',y,LV,,,, @READONLY
drug_tablets_num5_2,intervencion,,calc,Cantidad en tabletas administradas,[drug_tablets_num_2],,,,,,[drug_5th_dose_adminis5_2] = '1',y,LV,,,, @READONLY
drug_observed_directly5_2,intervencion,,radio,¿La dosis fue observada directamente?,"1, Si | 2, No",,,,,,[drug_5th_dose_adminis5_2] = '1',y,LV,,,,
drug_vomit_15mins5_2,intervencion,,radio,¿Vomitó antes de los 15 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_5th_dose_adminis5_2] = '1',y,LV,,,,
drug_additional_dose5_2,intervencion,,radio,¿Se tomó dosis única adicional a causa del vómito?,"1, Si | 2, No",,,,,,[drug_vomit_15mins5_2] = '1',y,LV,,,,
drug_vomit_30mins5_2,intervencion,,radio,¿Vomitó antes de los 30 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_vomit_15mins5_2] = '1',y,LV,,,,
drug_half_add_dose5_2,intervencion,,radio,¿Se tomó la mitad de la dosis única adicional a causa del vómito? ,"1, Si | 2, No",,,,,,[drug_vomit_30mins5_2] = '1',y,LV,,,,
drug_side_effects5,intervencion,,radio,¿Ha experimentado alguna molestia después de tomar los medicamentos?,"1, Si | 2, No",,,,,,[drug_medicine5_2] = ' Primaquina (15mg tableta)',y,LV,,,,
drug_side_effects_specify5,intervencion,,checkbox,¿Cuales? Marque una o más,"1, Orina oscura (roja o negra) | 2, Ojos y/o piel amarillenta (ictericia) | 3, Palidez | 4, Fatiga | 5, Mareos | 6, Falta de aire | 7, Dolor de espalda | 8, Taquicardia Fiebre | 9, Náuseas y/o vómitos | 99, Otro",,,,,,[drug_side_effects5] = '1',y,LV,,,,
drug_other_adverse_effect5,intervencion,,text,Precisar otra molestia,,,,,,,[drug_side_effects_specify5(99)] = '1',y,LV,,,,
drug_hb_collect5,intervencion,,radio,¿Se colectó muestra de hemoglobina por Hemocue?,"1, Si | 2, No",,,,,,[drug_year] = '1' and [drug_round] = '1' and [drug_day_of_intervention] = '4'  and [drug_hb_collect3] = '2' and [drug_hb_collect4] = '2',y,LV,,,,
drug_hb_date5,intervencion,,text,Fecha y hora de muestra de hemoglobina por Hemocue,,,datetime_ymd,,,,"[drug_hb_collect5] = ""1""",,LV,,,,
drug_hb_result5,intervencion,,text,Registra el resultado,,,,,,,"[drug_hb_collect5] = ""1""",y,LV,,,,
drug_hb_photo5,intervencion,,descriptive,Agrega foto del resultado,,,,,,,[drug_day_of_intervention] = '4',,,,,,
drug_urine_collect5,intervencion,,radio,¿Se colectó muestra de orina?,"1, Si | 2, No",,,,,,[drug_year] = '1' and [drug_round] = '1' and [drug_day_of_intervention] = '3' and [drug_urine_collect3] = '2' and [drug_urine_collect4] = '2',y,LV,,,,
drug_urine_date5,intervencion,,text,Fecha y hora de muestra de orina,,,datetime_ymd,,,,[drug_urine_collect5] = '1',,LV,,,,
drug_abnormal_urine5,intervencion,,radio,Hay resultados anormales en la muestra de orina ,"1, Si | 2, No",,,,,,[drug_urine_collect5] = '1',y,LV,,,,
drug_urine_result5,intervencion,,checkbox,Registre resultados anormales del análisis de orina (marque uno o mas),"1, Color rojo, rojo-marrón o negro | 2, Positivo para sangre | 99, Otro",,,,,,[drug_abnormal_urine5] = '1',y,LV,,,,
drug_urine_blood5,intervencion,,radio,Traza de hemólisis,"1, +25 | 2, ++80 | 3, +++200",,,,,,[drug_urine_result5(2)] = '1',y,LV,,,,
drug_other_urine_result5,intervencion,,text,Especifique otros resultados anormales,,,,,,,[drug_urine_result5(99)] = '1',y,LV,,,,
drug_add_med_evaluation5,intervencion,,calc,¿Se requiere evaluación médica adicional?,"if([drug_day_of_intervention] = '4' and ([drug_urine_result5(2)] = '1' or [drug_side_effects_specify5(1)] = '1' or [drug_side_effects_specify5(2)] = '1' or [drug_hb_result5] <= 7), 'Sí', 'No')",,,,,,[drug_day_of_intervention] = '4',y,LV,,,,
