Community Code,Household code,Individual code,Enrollment date
05,196,05409,2/6/25
05,349,05410,2/6/25
05,349,05411,2/6/25
05,349,05412,2/6/25
05,341,05413,2/6/25
05,341,05414,2/6/25
05,341,05415,2/6/25
05,341,05416,2/6/25
05,623,05417,2/6/25
05,623,05418,2/6/25
05,623,05419,2/6/25
05,623,05420,2/6/25
05,623,05421,2/6/25
05,370,05724,2/6/25
05,370,05725,2/6/25
05,371,05726,2/6/25
05,371,05727,2/6/25
05,371,05728,2/6/25
05,371,05729,2/6/25
05,628,05730,2/6/25
05,572,05731,2/6/25
05,701,05732,2/6/25
05,311,05733,2/6/25
05,311,05734,2/6/25
05,311,05735,2/6/25
05,190,05422,2/7/25
05,376,05037,2/7/25
05,575,05665,2/7/25
05,575,05666,2/7/25
05,575,05667,2/7/25
05,575,05668,2/7/25
05,575,05669,2/7/25
05,631,05548,2/7/25
05,361,05549,2/7/25
05,194,05487,2/7/25
05,624,05736,2/7/25
05,624,05737,2/7/25
05,354,05291,2/7/25
05,625,05292,2/7/25
06,119,06173,3/12/25
06,119,06174,3/12/25
06,119,06175,3/12/25
06,119,06176,3/12/25
06,119,06177,3/12/25
06,119,06178,3/12/25
06,118,06179,3/12/25
06,118,06180,3/12/25
06,121,06181,3/12/25
06,117,06182,3/12/25
06,115,06183,3/12/25
06,162,06259,3/12/25
06,156,06260,3/12/25
06,156,06261,3/12/25
06,150,06262,3/12/25
06,161,06263,3/12/25
06,157,06264,3/12/25
06,157,06265,3/12/25
06,157,06266,3/12/25
06,197,06087,3/12/25
06,194,06088,3/12/25
06,194,06089,3/12/25
06,194,06090,3/12/25
06,850,06091,3/12/25
06,850,06092,3/12/25
06,189,06093,3/12/25
06,189,06094,3/12/25
06,193,06095,3/12/25
06,193,06101,3/13/25
06,114,06345,3/12/25
06,114,06346,3/12/25
06,114,06347,3/12/25
06,114,06348,3/12/25
06,127,06349,3/12/25
06,127,06350,3/12/25
06,127,06351,3/12/25
06,127,06352,3/12/25
06,127,06353,3/12/25
06,125,06354,3/12/25
06,131,06355,3/12/25
06,131,06356,3/12/25
06,131,06357,3/12/25
06,131,06358,3/12/25
06,131,06359,3/12/25
06,181,06001,3/12/25
06,181,06002,3/12/25
06,215,06003,3/12/25
06,215,06004,3/12/25
06,214,06005,3/12/25
06,214,06006,3/12/25
06,214,06007,3/12/25
06,214,06008,3/12/25
06,214,06009,3/12/25
06,213,06010,3/12/25
06,213,06011,3/12/25
06,149,06267,3/13/25
06,149,06292,3/15/25
06,149,06293,3/15/25
06,149,06294,3/15/25
06,147,06268,3/13/25
06,146,06269,3/13/25
06,146,06283,3/14/25
06,145,06270,3/13/25
06,145,06271,3/13/25
06,145,06272,3/13/25
06,858,06273,3/13/25
06,858,06274,3/13/25
06,140,06275,3/13/25
06,140,06276,3/13/25
06,140,06277,3/13/25
06,140,06278,3/13/25
06,140,06279,3/13/25
06,166,06280,3/13/25
06,166,06281,3/13/25
06,166,06282,3/13/25
06,111,06184,3/13/25
06,107,06185,3/13/25
06,107,06186,3/13/25
06,106,06187,3/13/25
06,106,06201,3/14/25
06,106,06202,3/14/25
06,106,06203,3/14/25
06,105,06188,3/13/25
06,102,06189,3/13/25
06,102,06190,3/13/25
06,102,06191,3/13/25
06,109,06192,3/13/25
06,109,06193,3/13/25
06,109,06194,3/13/25
06,109,06195,3/13/25
06,205,06196,3/13/25
06,205,06197,3/13/25
06,128,06360,3/13/25
06,130,06361,3/13/25
06,135,06362,3/13/25
06,135,06363,3/13/25
06,857,06364,3/13/25
06,857,06365,3/13/25
06,129,06366,3/13/25
06,129,06367,3/13/25
06,133,06368,3/13/25
06,133,06369,3/13/25
06,165,06370,3/13/25
06,860,06371,3/13/25
06,860,06372,3/13/25
06,860,06373,3/13/25
06,139,06374,3/13/25
06,139,06380,3/14/25
06,139,06381,3/14/25
06,184,06096,3/13/25
06,184,06104,3/13/25
06,184,06105,3/13/25
06,184,06106,3/13/25
06,184,06107,3/14/25
06,187,06097,3/13/25
06,187,06098,3/13/25
06,187,06099,3/13/25
06,187,06100,3/13/25
06,185,06102,3/13/25
06,185,06103,3/13/25
06,211,06012,3/13/25
06,204,06013,3/13/25
06,199,06014,3/13/25
06,199,06015,3/13/25
06,199,06016,3/13/25
06,199,06017,3/13/25
06,207,06018,3/13/25
06,851,06019,3/13/25
06,200,06020,3/13/25
06,200,06021,3/13/25
06,200,06022,3/13/25
06,200,06023,3/13/25
06,200,06024,3/13/25
06,201,06025,3/14/25
06,168,06026,3/14/25
06,168,06027,3/14/25
06,168,06028,3/14/25
06,120,06198,3/14/25
06,120,06199,3/14/25
06,179,06200,3/14/25
06,108,06204,3/14/25
06,108,06205,3/14/25
06,108,06206,3/14/25
06,104,06207,3/14/25
06,104,06208,3/14/25
06,104,06209,3/14/25
06,178,06210,3/14/25
06,138,06375,3/14/25
06,138,06376,3/14/25
06,138,06377,3/14/25
06,138,06378,3/14/25
06,138,06379,3/14/25
06,138,06383,3/14/25
06,167,06382,3/14/25
06,169,06384,3/14/25
06,169,06385,3/14/25
06,169,06386,3/14/25
06,136,06387,3/14/25
06,172,06388,3/14/25
06,188,06108,3/14/25
06,191,06109,3/14/25
06,191,06119,3/15/25
06,854,06110,3/14/25
06,174,06111,3/14/25
06,174,06112,3/14/25
06,861,06113,3/14/25
06,861,06114,3/14/25
06,861,06115,3/14/25
06,861,06116,3/14/25
06,861,06117,3/14/25
06,861,06118,3/14/25
06,175,06284,3/14/25
06,176,06285,3/14/25
06,176,06290,3/14/25
06,176,06291,3/14/25
06,171,06286,3/14/25
06,171,06287,3/14/25
06,171,06288,3/14/25
06,171,06289,3/14/25
06,206,06029,3/15/25
06,206,06030,3/15/25
06,206,06031,3/15/25
06,141,06389,3/15/25
06,141,06390,3/15/25
07,302,07001,3/12/25
07,302,07002,3/12/25
07,302,07003,3/12/25
07,102,07004,3/12/25
07,102,07005,3/12/25
07,102,07006,3/12/25
07,102,07007,3/12/25
07,102,07008,3/12/25
07,450,07009,3/12/25
07,450,07010,3/12/25
07,450,07011,3/12/25
07,105,07012,3/13/25
07,105,07013,3/13/25
07,105,07014,3/13/25
07,110,07015,3/13/25
07,111,07016,3/13/25
07,111,07017,3/13/25
07,301,07018,3/13/25
07,301,07019,3/13/25
07,301,07020,3/13/25
07,301,07021,3/13/25
07,152,07101,3/12/25
07,152,07102,3/12/25
07,152,07103,3/12/25
07,152,07104,3/12/25
07,152,07105,3/12/25
07,515,07124,3/13/25
07,140,07125,3/13/25
07,140,07126,3/13/25
07,140,07127,3/13/25
07,140,07128,3/13/25
07,140,07129,3/13/25
07,213,07130,3/13/25
07,151,07106,3/12/25
07,153,07107,3/12/25
07,150,07108,3/12/25
07,149,07109,3/12/25
07,149,07110,3/12/25
07,148,07111,3/12/25
07,148,07112,3/12/25
07,148,07113,3/12/25
07,148,07114,3/12/25
07,148,07115,3/12/25
07,146,07116,3/13/25
07,145,07117,3/13/25
07,145,07118,3/13/25
07,145,07119,3/13/25
07,145,07120,3/13/25
07,145,07121,3/13/25
07,145,07122,3/13/25
07,144,07123,3/13/25
07,136,07201,3/12/25
07,136,07202,3/12/25
07,135,07203,3/12/25
07,135,07204,3/12/25
07,135,07205,3/12/25
07,135,07206,3/12/25
07,135,07207,3/12/25
07,132,07208,3/13/25
07,520,07209,3/13/25
07,520,07210,3/13/25
07,520,07211,3/13/25
07,128,07212,3/13/25
07,124,07213,3/13/25
07,124,07214,3/13/25
07,178,07301,3/12/25
07,189,07323,3/13/25
07,189,07345,3/15/25
07,189,07346,3/15/25
07,189,07347,3/15/25
07,185,07324,3/13/25
07,185,07325,3/13/25
07,185,07326,3/13/25
07,182,07302,3/12/25
07,182,07303,3/12/25
07,182,07304,3/12/25
07,182,07305,3/12/25
07,182,07306,3/12/25
07,179,07307,3/12/25
07,183,07308,3/12/25
07,183,07309,3/12/25
07,184,07310,3/12/25
07,184,07311,3/12/25
07,194,07312,3/13/25
07,511,07313,3/13/25
07,511,07314,3/13/25
07,511,07315,3/13/25
07,511,07316,3/13/25
07,511,07317,3/13/25
07,192,07318,3/13/25
07,191,07319,3/13/25
07,191,07320,3/13/25
07,191,07321,3/13/25
07,191,07322,3/13/25
07,452,07291,3/13/25
07,452,07292,3/13/25
07,452,07293,3/13/25
07,452,07294,3/13/25
07,452,07295,3/13/25
07,452,07296,3/13/25
07,453,07297,3/13/25
07,453,07298,3/13/25
07,453,07299,3/13/25
07,453,07300,3/13/25
07,114,07390,3/13/25
07,114,07391,3/13/25
07,114,07392,3/13/25
07,114,07393,3/13/25
07,114,07394,3/13/25
07,106,07092,3/13/25
07,106,07093,3/13/25
07,106,07094,3/13/25
07,106,07095,3/13/25
07,106,07096,3/13/25
07,107,07091,3/13/25
07,113,07097,3/13/25
07,113,07098,3/13/25
07,113,07099,3/13/25
07,113,07100,3/13/25
07,113,07191,3/13/25
07,113,07192,3/13/25
07,113,07193,3/13/25
07,113,07194,3/13/25
07,176,07401,3/12/25
07,456,07402,3/12/25
07,456,07403,3/12/25
07,456,07404,3/12/25
07,456,07405,3/12/25
07,173,07406,3/12/25
07,175,07407,3/13/25
07,175,07408,3/13/25
07,175,07409,3/13/25
07,175,07410,3/13/25
07,175,07411,3/13/25
07,458,07412,3/13/25
07,159,07413,3/13/25
07,159,07414,3/13/25
07,170,07415,3/13/25
07,165,07416,3/13/25
07,165,07417,3/13/25
07,465,07418,3/13/25
07,465,07419,3/13/25
07,214,07131,3/14/25
07,214,07132,3/14/25
07,214,07133,3/14/25
07,555,07134,3/14/25
07,555,07135,3/14/25
07,209,07136,3/14/25
07,556,07137,3/14/25
07,208,07138,3/14/25
07,207,07139,3/14/25
07,207,07140,3/14/25
07,207,07141,3/14/25
07,207,07142,3/14/25
07,207,07143,3/14/25
07,206,07144,3/14/25
07,206,07145,3/14/25
07,204,07146,3/14/25
07,138,07215,3/14/25
07,138,07216,3/14/25
07,134,07217,3/14/25
07,565,07218,3/14/25
07,195,07219,3/14/25
07,195,07220,3/14/25
07,195,07221,3/14/25
07,195,07222,3/14/25
07,164,07223,3/14/25
07,180,07327,3/14/25
07,180,07328,3/14/25
07,180,07329,3/14/25
07,180,07330,3/14/25
07,180,07331,3/14/25
07,180,07332,3/14/25
07,186,07333,3/14/25
07,186,07334,3/14/25
07,186,07335,3/14/25
07,177,07336,3/14/25
07,187,07337,3/14/25
07,187,07338,3/14/25
07,190,07339,3/14/25
07,188,07340,3/14/25
07,157,07420,3/14/25
07,157,07421,3/14/25
07,157,07422,3/14/25
07,161,07423,3/14/25
07,160,07424,3/14/25
07,160,07425,3/14/25
07,160,07426,3/14/25
07,160,07430,3/14/25
07,469,07427,3/14/25
07,469,07428,3/14/25
07,469,07429,3/14/25
07,162,07431,3/14/25
07,162,07432,3/14/25
07,115,07022,3/14/25
07,115,07023,3/14/25
07,115,07024,3/14/25
07,115,07025,3/14/25
07,119,07026,3/14/25
07,171,07027,3/14/25
07,171,07028,3/14/25
07,171,07029,3/14/25
07,171,07030,3/14/25
07,171,07031,3/14/25
07,116,07195,3/14/25
07,116,07196,3/14/25
07,120,07197,3/14/25
07,122,07198,3/14/25
07,122,07199,3/14/25
07,554,07200,3/14/25
07,554,07491,3/14/25
07,554,07492,3/14/25
07,554,07493,3/14/25
07,201,07494,3/14/25
07,201,07495,3/14/25
07,201,07496,3/14/25
07,201,07497,3/14/25
07,118,07395,3/14/25
07,121,07396,3/14/25
07,123,07397,3/14/25
07,155,07398,3/14/25
07,155,07399,3/14/25
07,155,07400,3/14/25
07,155,07481,3/14/25
07,155,07482,3/14/25
07,155,07483,3/14/25
07,163,07484,3/14/25
07,198,07485,3/14/25
07,205,07032,3/15/25
07,158,07033,3/15/25
07,158,07034,3/15/25
07,158,07035,3/15/25
07,158,07036,3/15/25
07,158,07037,3/15/25
07,521,07224,3/15/25
07,521,07225,3/15/25
07,202,07226,3/15/25
07,203,07227,3/15/25
07,203,07228,3/15/25
07,203,07229,3/15/25
07,203,07230,3/15/25
07,203,07231,3/15/25
07,203,07232,3/15/25
07,455,07341,3/15/25
07,455,07342,3/15/25
07,300,07343,3/15/25
07,300,07344,3/15/25
07,137,07486,3/16/25
07,167,07433,3/15/25
07,167,07439,3/16/25
07,167,07440,3/16/25
07,197,07434,3/15/25
07,211,07435,3/15/25
07,172,07436,3/16/25
07,172,07437,3/16/25
07,172,07438,3/16/25
07,560,07233,3/17/25
07,199,07234,3/17/25
07,125,07235,3/18/25
07,125,07236,3/18/25
07,125,07237,3/18/25
07,125,07238,3/18/25
07,125,07239,3/18/25
07,910,07043,3/17/25
07,910,07044,3/17/25
07,215,07038,3/17/25
07,215,07039,3/17/25
07,215,07040,3/17/25
07,215,07041,3/17/25
07,215,07042,3/17/25
08,143,08161,2/12/25
08,143,08162,2/12/25
08,143,08163,2/12/25
08,143,08164,2/12/25
08,162,08165,2/12/25
08,174,08166,2/12/25
08,174,08167,2/12/25
08,174,08168,2/12/25
08,184,08169,2/12/25
08,111,08193,2/12/25
08,111,08198,2/12/25
08,187,08194,2/12/25
08,187,08197,2/12/25
08,187,08199,2/12/25
08,187,08200,2/12/25
08,187,08201,2/12/25
08,187,08202,2/12/25
08,187,08203,2/12/25
08,467,08195,2/12/25
08,467,08196,2/12/25
08,466,08204,2/12/25
08,466,08205,2/12/25
08,181,08129,2/12/25
08,181,08139,2/12/25
08,181,08140,2/12/25
08,181,08141,2/12/25
08,181,08142,2/12/25
08,171,08130,2/12/25
08,171,08136,2/12/25
08,171,08137,2/12/25
08,171,08138,2/12/25
08,182,08131,2/12/25
08,201,08132,2/12/25
08,930,08133,2/12/25
08,930,08134,2/12/25
08,930,08135,2/12/25
08,135,08065,2/12/25
08,135,08067,2/12/25
08,135,08068,2/12/25
08,135,08069,2/12/25
08,135,08070,2/12/25
08,123,08066,2/12/25
08,478,08071,2/12/25
08,452,08072,2/12/25
08,452,08073,2/13/25
08,452,08074,2/13/25
08,452,08075,2/13/25
08,452,08076,2/13/25
08,452,08077,2/13/25
08,115,08097,2/12/25
08,115,08098,2/12/25
08,115,08107,2/12/25
08,115,08108,2/12/25
08,115,08109,2/12/25
08,115,08110,2/12/25
08,450,08099,2/12/25
08,118,08100,2/12/25
08,112,08101,2/12/25
08,114,08102,2/12/25
08,114,08103,2/12/25
08,117,08104,2/12/25
08,500,08105,2/12/25
08,500,08106,2/12/25
08,186,08001,2/12/25
08,186,08002,2/12/25
08,186,08005,2/12/25
08,186,08006,2/12/25
08,186,08007,2/12/25
08,186,08008,2/12/25
08,180,08003,2/12/25
08,180,08004,2/12/25
08,131,08289,2/12/25
08,131,08290,2/12/25
08,131,08291,2/12/25
08,164,08292,2/12/25
08,164,08293,2/12/25
08,169,08294,2/12/25
08,172,08295,2/12/25
08,471,08296,2/12/25
08,471,08297,2/12/25
08,471,08298,2/12/25
08,472,08299,2/12/25
08,454,08033,2/12/25
08,150,08034,2/12/25
08,150,08035,2/12/25
08,150,08036,2/12/25
08,150,08037,2/12/25
08,455,08038,2/12/25
08,124,08039,2/12/25
08,124,08040,2/12/25
08,124,08041,2/12/25
08,124,08042,2/12/25
08,105,08170,2/12/25
08,453,08257,2/12/25
08,149,08258,2/12/25
08,149,08259,2/12/25
08,149,08260,2/12/25
08,400,08261,2/12/25
08,148,08262,2/12/25
08,148,08263,2/12/25
08,148,08264,2/12/25
08,148,08265,2/12/25
08,148,08266,2/12/25
08,950,08225,2/12/25
08,950,08226,2/12/25
08,950,08227,2/12/25
08,950,08228,2/12/25
08,950,08229,2/12/25
08,102,08230,2/12/25
08,101,08231,2/12/25
08,101,08232,2/12/25
08,101,08233,2/12/25
08,101,08234,2/12/25
08,952,08235,2/12/25
08,951,08236,2/12/25
08,951,08237,2/12/25
08,951,08238,2/12/25
08,106,08239,2/12/25
08,141,08321,2/12/25
08,141,08330,2/12/25
08,141,08331,2/12/25
08,159,08322,2/12/25
08,159,08323,2/12/25
08,159,08324,2/12/25
08,159,08325,2/12/25
08,160,08326,2/12/25
08,161,08327,2/12/25
08,161,08332,2/12/25
08,161,08333,2/12/25
08,161,08334,2/12/25
08,161,08335,2/12/25
08,470,08328,2/12/25
08,140,08329,2/12/25
08,139,08353,2/12/25
08,139,08354,2/12/25
08,133,08355,2/12/25
08,451,08356,2/12/25
08,451,08357,2/12/25
08,477,08358,2/12/25
08,477,08359,2/12/25
08,477,08360,2/12/25
08,465,08361,2/12/25
08,830,08043,2/13/25
08,138,08300,2/13/25
08,163,08301,2/13/25
08,166,08267,2/13/25
08,166,08268,2/13/25
08,831,08362,2/13/25
08,177,08363,2/13/25
08,177,08364,2/13/25
08,151,08336,2/13/25
08,151,08337,2/13/25
08,151,08338,2/13/25
08,175,08009,2/13/25
09,129,09101,11/21/24
09,129,09102,11/21/24
09,134,09103,11/21/24
09,134,09104,11/21/24
09,136,09021,11/21/24
09,136,09022,11/21/24
09,123,09061,11/21/24
09,123,09062,11/21/24
09,123,09063,11/21/24
09,124,09064,11/21/24
09,126,09121,11/21/24
09,126,09122,11/21/24
09,126,09123,11/21/24
09,126,09124,11/21/24
09,126,09125,11/21/24
09,122,09001,11/21/24
09,122,09002,11/21/24
09,122,09003,11/21/24
09,122,09004,11/21/24
09,200,09161,11/21/24
09,200,09162,11/21/24
09,133,09081,11/21/24
09,132,09082,11/21/24
09,132,09089,11/22/24
09,132,09090,11/22/24
09,131,09141,11/21/24
09,131,09142,11/21/24
09,142,09143,11/21/24
09,142,09144,11/21/24
09,125,09041,11/21/24
09,125,09042,11/21/24
09,125,09043,11/21/24
09,125,09044,11/21/24
09,125,09045,11/21/24
09,125,09046,11/21/24
09,112,09005,11/22/24
09,112,09006,11/22/24
09,112,09007,11/22/24
09,112,09008,11/22/24
09,452,09009,11/22/24
09,452,09010,11/22/24
09,452,09011,11/22/24
09,118,09065,11/22/24
09,118,09066,11/22/24
09,106,09067,11/22/24
09,106,09068,11/22/24
09,107,09069,11/22/24
09,159,09163,11/22/24
09,159,09164,11/22/24
09,149,09165,11/22/24
09,149,09166,11/22/24
09,149,09167,11/22/24
09,140,09168,11/22/24
09,140,09169,11/22/24
09,453,09083,11/22/24
09,453,09084,11/22/24
09,453,09085,11/22/24
09,453,09086,11/22/24
09,453,09087,11/22/24
09,453,09088,11/22/24
09,163,09105,11/22/24
09,163,09106,11/22/24
09,163,09107,11/22/24
09,163,09108,11/22/24
09,151,09109,11/22/24
09,151,09110,11/22/24
09,457,09111,11/22/24
09,117,09047,11/22/24
09,109,09048,11/22/24
09,103,09049,11/22/24
09,103,09050,11/22/24
09,108,09051,11/22/24
09,108,09052,11/22/24
09,135,09053,11/22/24
09,145,09126,11/22/24
09,145,09131,11/22/24
09,145,09133,11/22/24
09,456,09127,11/22/24
09,147,09128,11/22/24
09,147,09129,11/22/24
09,147,09130,11/22/24
09,455,09132,11/22/24
09,148,09134,11/22/24
09,154,09135,11/22/24
09,113,09023,11/22/24
09,111,09024,11/22/24
09,111,09025,11/22/24
09,162,09026,11/22/24
09,162,09027,11/22/24
09,162,09028,11/22/24
09,162,09029,11/22/24
09,162,09030,11/22/24
09,160,09145,11/22/24
09,160,09148,11/22/24
09,155,09146,11/22/24
09,451,09147,11/22/24
09,161,09149,11/22/24
09,161,09150,11/22/24
09,161,09151,11/22/24
09,161,09152,11/22/24
09,161,09153,11/22/24
10,150,10361,1/6/25
10,150,10362,1/6/25
10,454,10363,1/6/25
10,454,10364,1/6/25
10,454,10365,1/6/25
10,132,10366,1/6/25
10,132,10367,1/6/25
10,132,10368,1/6/25
10,132,10369,1/6/25
10,450,10241,1/6/25
10,450,10242,1/6/25
10,142,10243,1/6/25
10,142,10244,1/6/25
10,142,10245,1/6/25
10,142,10246,1/6/25
10,142,10247,1/6/25
10,142,10248,1/6/25
10,142,10249,1/6/25
10,142,10250,1/6/25
10,452,10301,1/6/25
10,452,10302,1/6/25
10,452,10303,1/6/25
10,457,10304,1/6/25
10,457,10305,1/6/25
10,121,10306,1/6/25
10,149,10001,1/6/25
10,139,10002,1/6/25
10,130,10003,1/6/25
10,130,10004,1/6/25
10,130,10005,1/6/25
10,130,10013,1/7/25
10,153,10481,1/6/25
10,133,10482,1/6/25
10,133,10483,1/6/25
10,133,10484,1/6/25
10,133,10485,1/6/25
10,146,10421,1/6/25
10,146,10422,1/6/25
10,146,10423,1/6/25
10,129,10424,1/6/25
10,129,10425,1/6/25
10,143,10121,1/6/25
10,143,10127,1/7/25
10,143,10128,1/7/25
10,143,10129,1/7/25
10,456,10122,1/6/25
10,456,10123,1/6/25
10,456,10124,1/6/25
10,456,10125,1/6/25
10,456,10126,1/6/25
10,135,10661,1/6/25
10,135,10662,1/6/25
10,119,10006,1/7/25
10,119,10007,1/7/25
10,119,10008,1/7/25
10,119,10009,1/7/25
10,119,10010,1/7/25
10,111,10011,1/7/25
10,103,10012,1/7/25
10,114,10307,1/7/25
10,114,10308,1/7/25
10,114,10309,1/7/25
10,110,10310,1/7/25
10,110,10311,1/7/25
10,110,10312,1/7/25
10,110,10313,1/7/25
10,110,10314,1/7/25
10,110,10315,1/7/25
10,124,10316,1/7/25
10,603,10317,1/7/25
10,603,10318,1/7/25
10,603,10319,1/7/25
10,122,10601,1/7/25
10,122,10602,1/7/25
10,122,10603,1/7/25
10,258,10604,1/7/25
10,258,10605,1/7/25
10,116,10251,1/7/25
10,116,10252,1/7/25
10,115,10253,1/7/25
10,107,10254,1/7/25
10,126,10255,1/7/25
10,126,10256,1/7/25
10,285,10257,1/7/25
10,285,10258,1/7/25
10,285,10259,1/7/25
10,285,10260,1/7/25
10,280,10261,1/7/25
10,280,10262,1/7/25
10,158,10541,1/7/25
10,158,10542,1/7/25
10,158,10543,1/7/25
10,152,10544,1/7/25
10,152,10545,1/7/25
10,152,10546,1/7/25
10,152,10547,1/7/25
10,152,10548,1/7/25
10,281,10549,1/7/25
10,281,10550,1/7/25
10,281,10551,1/7/25
10,298,10552,1/7/25
10,151,10370,1/7/25
10,151,10371,1/7/25
10,151,10372,1/7/25
10,151,10378,1/7/25
10,156,10373,1/7/25
10,159,10374,1/7/25
10,159,10375,1/7/25
10,159,10376,1/7/25
10,159,10377,1/7/25
10,159,10379,1/7/25
10,460,10380,1/7/25
10,460,10381,1/7/25
10,294,10382,1/7/25
10,113,10426,1/7/25
10,112,10427,1/7/25
10,112,10428,1/7/25
10,458,10429,1/7/25
10,458,10430,1/7/25
10,262,10431,1/7/25
10,262,10432,1/7/25
10,262,10024,1/14/25
10,262,10025,1/14/25
10,299,10433,1/7/25
10,299,10434,1/7/25
10,299,10435,1/7/25
10,299,10436,1/7/25
10,157,10486,1/7/25
10,157,10487,1/7/25
10,160,10488,1/7/25
10,160,10489,1/7/25
10,277,10490,1/7/25
10,256,10491,1/7/25
10,302,10492,1/7/25
10,302,10493,1/7/25
10,302,10494,1/7/25
10,302,10495,1/7/25
10,302,10496,1/7/25
10,453,10130,1/7/25
10,131,10131,1/7/25
10,131,10132,1/7/25
10,295,10133,1/7/25
10,301,10134,1/7/25
10,301,10135,1/7/25
10,118,10663,1/7/25
10,118,10664,1/7/25
10,118,10665,1/7/25
10,118,10666,1/7/25
10,118,10667,1/7/25
10,104,10668,1/7/25
10,104,10669,1/7/25
10,104,10670,1/7/25
10,123,10671,1/7/25
10,123,10676,1/8/25
10,462,10672,1/7/25
10,462,10673,1/7/25
10,462,10674,1/7/25
10,462,10675,1/7/25
10,317,10014,1/8/25
10,317,10015,1/8/25
10,313,10016,1/8/25
10,327,10017,1/8/25
10,323,10606,1/8/25
10,323,10607,1/8/25
10,323,10608,1/8/25
10,323,10609,1/8/25
10,323,10610,1/8/25
10,323,10611,1/8/25
10,323,10612,1/8/25
10,323,10613,1/8/25
10,337,10437,1/8/25
10,337,10438,1/8/25
10,337,10439,1/8/25
10,319,10181,1/8/25
10,319,10182,1/8/25
10,319,10183,1/8/25
10,319,10184,1/8/25
10,319,10185,1/8/25
10,479,10186,1/8/25
10,464,10320,1/8/25
10,464,10321,1/8/25
10,464,10322,1/8/25
10,328,10497,1/8/25
10,328,10498,1/8/25
10,328,10499,1/8/25
10,477,10500,1/8/25
10,477,10501,1/8/25
10,325,10553,1/8/25
10,315,10554,1/8/25
10,316,10383,1/8/25
10,314,10384,1/8/25
10,314,10150,1/14/25
10,314,10151,1/14/25
10,314,10152,1/14/25
10,314,10153,1/14/25
10,314,10154,1/14/25
10,314,10155,1/14/25
10,307,10263,1/8/25
10,291,10264,1/8/25
10,330,10136,1/8/25
10,330,10137,1/8/25
10,330,10138,1/8/25
10,330,10139,1/8/25
10,330,10140,1/8/25
10,324,10265,1/13/25
10,324,10266,1/13/25
10,476,10267,1/13/25
10,334,10268,1/13/25
10,334,10269,1/13/25
10,334,10270,1/13/25
10,482,10018,1/13/25
10,482,10019,1/13/25
10,487,10020,1/13/25
10,487,10021,1/13/25
10,487,10022,1/13/25
10,487,10023,1/13/25
10,240,10385,1/13/25
10,240,10386,1/13/25
10,229,10387,1/13/25
10,229,10388,1/13/25
10,496,10389,1/13/25
10,496,10390,1/13/25
10,237,10502,1/13/25
10,237,10503,1/13/25
10,237,10506,1/14/25
10,601,10504,1/13/25
10,286,10505,1/13/25
10,232,10614,1/13/25
10,223,10615,1/13/25
10,223,10616,1/13/25
10,223,10617,1/13/25
10,497,10618,1/13/25
10,497,10619,1/13/25
10,243,10440,1/13/25
10,231,10441,1/13/25
10,231,10442,1/13/25
10,231,10443,1/13/25
10,231,10444,1/13/25
10,225,10445,1/13/25
10,312,10187,1/13/25
10,473,10188,1/13/25
10,474,10189,1/13/25
10,342,10190,1/13/25
10,342,10191,1/13/25
10,342,10192,1/13/25
10,342,10193,1/13/25
10,342,10194,1/13/25
10,342,10195,1/13/25
10,483,10555,1/13/25
10,483,10556,1/13/25
10,483,10557,1/13/25
10,483,10558,1/13/25
10,217,10559,1/13/25
10,498,10560,1/13/25
10,498,10561,1/13/25
10,309,10141,1/13/25
10,602,10142,1/13/25
10,602,10143,1/13/25
10,245,10144,1/13/25
10,245,10145,1/13/25
10,245,10146,1/13/25
10,484,10323,1/13/25
10,484,10324,1/13/25
10,226,10325,1/13/25
10,494,10326,1/13/25
10,494,10327,1/13/25
10,494,10328,1/13/25
10,249,10677,1/13/25
10,239,10678,1/13/25
10,239,10679,1/13/25
10,239,10687,1/14/25
10,228,10680,1/13/25
10,228,10686,1/14/25
10,216,10681,1/13/25
10,216,10682,1/13/25
10,216,10683,1/13/25
10,216,10684,1/13/25
10,216,10685,1/13/25
10,219,10620,1/14/25
10,250,10621,1/14/25
10,250,10622,1/14/25
10,522,10623,1/14/25
10,526,10624,1/14/25
10,336,10625,1/14/25
10,336,10626,1/14/25
10,247,10562,1/14/25
10,247,10563,1/14/25
10,247,10564,1/14/25
10,546,10565,1/14/25
10,546,10566,1/14/25
10,489,10567,1/14/25
10,259,10391,1/14/25
10,171,10392,1/14/25
10,171,10393,1/14/25
10,171,10394,1/14/25
10,534,10395,1/14/25
10,534,10396,1/14/25
10,534,10397,1/14/25
10,563,10398,1/14/25
10,600,10061,1/14/25
10,600,10062,1/14/25
10,178,10063,1/14/25
10,505,10064,1/14/25
10,505,10065,1/14/25
10,538,10066,1/14/25
10,548,10067,1/14/25
10,548,10068,1/14/25
10,182,10688,1/14/25
10,182,10694,1/14/25
10,182,10695,1/14/25
10,182,10696,1/14/25
10,185,10689,1/14/25
10,185,10690,1/14/25
10,185,10691,1/14/25
10,185,10692,1/14/25
10,185,10693,1/14/25
10,485,10507,1/14/25
10,485,10508,1/14/25
10,529,10509,1/14/25
10,486,10510,1/14/25
10,486,10511,1/14/25
10,486,10512,1/14/25
10,486,10513,1/14/25
10,174,10147,1/14/25
10,174,10148,1/14/25
10,174,10149,1/14/25
10,520,10271,1/14/25
