LOC_DIS,LOCALIDAD,DISTRITO,PROVINCIA,POBLACION,BASIN,Selected,XGD,YGD,dist_minutes_cat3,dist_minutes_cat2,dist_minutes_cat1,dist_minutes_all,urban,landc,cobVeg,cobVeg_simbol,year,cases,api,specie
SAN JUAN DE PUMAYACU_YURIMAGUAS,SAN JUAN DE PUMAYACU,YURIMAGUAS,ALTO AMAZONAS,209,NA,No,-76.17597834,-5.98714324,2888,14,3,3,0,10,Pajonal andino,Pj,2016,0,0,P. vivax
PUERTO PERU_YURIMAGUAS,PUERTO PERU,YURIMAGUAS,ALTO AMAZONAS,319,NA,No,-76.17716317,-6.04868635,2564,33,1,1,0,8,Matorral arbustivo,Ma,2016,0,0,P. vivax
SAN JUAN DE ZAPOTE_YURIMAGUAS,SAN JUAN DE ZAPOTE,YURIMAGUAS,ALTO AMAZONAS,174,NA,No,-76.17932836,-5.75530442,2497,72,4,4,0,8,Pajonal andino,Pj,2016,10,57.47126437,P. vivax
30 DE AGOSTO_YURIMAGUAS,30 DE AGOSTO,YURIMAGUAS,ALTO AMAZONAS,196,NA,No,-76.18135182,-5.97334264,3011,11,0,0,0,10,Matorral arbustivo,Ma,2016,0,0,P. vivax
TRANCAYACU_YURIMAGUAS,TRANCAYACU,YURIMAGUAS,ALTO AMAZONAS,201,NA,No,-76.18607528,-5.89518766,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
ACHUAL LIMON_YURIMAGUAS,ACHUAL LIMON,YURIMAGUAS,ALTO AMAZONAS,156,NA,No,-76.18677752,-5.87083364,2724,51,35,35,0,8,Areas de no bosque amazï¿½nico,Ano,2016,0,0,P. vivax
CENTRO CHAMBIRA_YURIMAGUAS,CENTRO CHAMBIRA,YURIMAGUAS,ALTO AMAZONAS,1394,NA,No,-76.19059998,-5.93350488,NA,NA,NA,NA,NA,NA,NA,NA,2016,4,2.869440459,P. vivax
CENTRO CHAMBIRA_YURIMAGUAS,CENTRO CHAMBIRA,YURIMAGUAS,ALTO AMAZONAS,1394,NA,No,-76.19061,-5.9337,NA,NA,NA,NA,NA,NA,NA,NA,2016,4,2.869440459,P. vivax
LUZ DEL ORIENTE_YURIMAGUAS,LUZ DEL ORIENTE,YURIMAGUAS,ALTO AMAZONAS,204,NA,No,-76.19098652,-5.8241944,2709,56,11,11,0,10,Pajonal andino,Pj,2016,0,0,P. vivax
NUEVO JERUSALEN_TROMPETEROS,NUEVO JERUSALEN,TROMPETEROS,LORETO,162,NA,No,-76.19128499,-2.83672457,NA,NA,NA,NA,NA,NA,NA,NA,2016,103,635.8024691,P. vivax
JOSE OLAYA_TROMPETEROS,JOSE OLAYA,TROMPETEROS,LORETO,158,NA,No,-76.19515697,-2.56069908,609,418,69,69,0,10,Agricultura costera y andina,Agri,2016,51,322.7848101,P. vivax
COTOYACU_YURIMAGUAS,COTOYACU,YURIMAGUAS,ALTO AMAZONAS,146,NA,No,-76.19701124,-6.06023978,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
LAS PALMERAS_YURIMAGUAS,LAS PALMERAS,YURIMAGUAS,ALTO AMAZONAS,136,NA,No,-76.20222487,-6.0504181,2369,33,7,7,0,8,Matorral arbustivo,Ma,2016,1,7.352941176,P. vivax
LAS PALMERAS_YURIMAGUAS,LAS PALMERAS,YURIMAGUAS,ALTO AMAZONAS,136,NA,No,-76.20222487,-6.0504181,3367,144,104,104,0,2,Agricultura costera y andina,Agri,2016,1,7.352941176,P. vivax
UNION ZANCUDO_LAGUNAS,UNION ZANCUDO,LAGUNAS,ALTO AMAZONAS,188,NA,No,-76.20669655,-4.12833202,3177,1994,875,875,0,2,Bosque de colina baja con paca,Bcb,2016,15,79.78723404,P. vivax
VIDA NUEVA_YURIMAGUAS,VIDA NUEVA,YURIMAGUAS,ALTO AMAZONAS,76,NA,No,-76.2071984,-5.86904439,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
NUEVO TOPAL_PASTAZA,NUEVO TOPAL,PASTAZA,DATEM DEL MARAÑON,85,NA,No,-76.20895575,-4.91899849,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
LUZ DEL ORIENTE_JEBEROS,LUZ DEL ORIENTE,JEBEROS,ALTO AMAZONAS,NA,NA,No,-76.2240664,-5.21869528,NA,NA,NA,NA,NA,NA,NA,NA,2016,2,NA,P. vivax
MUNICHIS_YURIMAGUAS,MUNICHIS,YURIMAGUAS,ALTO AMAZONAS,1066,NA,No,-76.23171528,-5.8925459,3120,33,1,1,0,10,Pajonal andino,Pj,2016,11,10.31894934,P. vivax
MICAELA BASTIDAS_YURIMAGUAS,MICAELA BASTIDAS,YURIMAGUAS,ALTO AMAZONAS,125,NA,No,-76.24135514,-5.94124175,3103,25,14,14,0,6,Pajonal andino,Pj,2016,0,0,P. vivax
SANTO TOMAS_YURIMAGUAS,SANTO TOMAS,YURIMAGUAS,ALTO AMAZONAS,329,NA,No,-76.24452803,-6.00013027,2619,17,0,0,0,10,Agricultura costera y andina,Agri,2016,1,3.039513678,P. vivax
PUERTO ALEGRIA_PASTAZA,PUERTO ALEGRIA,PASTAZA,DATEM DEL MARAÑON,247,NA,No,-76.24499167,-4.73305,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,4.048582996,P. vivax
SAN ISIDRO_PASTAZA,SAN ISIDRO,PASTAZA,DATEM DEL MARAÑON,307,NA,No,-76.245081,-4.92161817,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
MUSHMUQUI / NUEVO PROGRESO_YURIMAGUAS,MUSHMUQUI / NUEVO PROGRESO,YURIMAGUAS,ALTO AMAZONAS,244,NA,No,-76.2457519,-6.09581052,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
GRAU_YURIMAGUAS,GRAU,YURIMAGUAS,ALTO AMAZONAS,766,NA,No,-76.24638153,-6.06885665,2200,23,0,0,0,9,Matorral arbustivo,Ma,2016,3,3.916449086,P. vivax
SAN FRANCISCO DE PARANAPURA_YURIMAGUAS,SAN FRANCISCO DE PARANAPURA,YURIMAGUAS,ALTO AMAZONAS,113,NA,No,-76.24977924,-5.893999849,NA,NA,NA,NA,NA,NA,NA,NA,2016,23,203.539823,P. vivax
SAN LUIS_YURIMAGUAS,SAN LUIS,YURIMAGUAS,ALTO AMAZONAS,69,NA,No,-76.25023064,-5.89395178,3275,40,7,7,0,10,Matorral arbustivo,Ma,2016,0,0,P. vivax
JEBERILLOS_YURIMAGUAS,JEBERILLOS,YURIMAGUAS,ALTO AMAZONAS,242,NA,No,-76.25529705,-5.723407,2993,84,16,16,0,8,Pajonal andino,Pj,2016,2,8.26446281,P. vivax
SAN JUAN DE PAMPLONA_YURIMAGUAS,SAN JUAN DE PAMPLONA,YURIMAGUAS,ALTO AMAZONAS,628,NA,No,-76.25707852,-6.04366115,2319,21,0,0,0,8,Pajonal andino,Pj,2016,0,0,P. vivax
SAN RAFAEL_YURIMAGUAS,SAN RAFAEL,YURIMAGUAS,ALTO AMAZONAS,124,NA,No,-76.26700615,-5.89386888,3382,42,3,3,0,8,Pajonal andino,Pj,2016,4,32.25806452,P. vivax
PAMPA HERMOSA_YURIMAGUAS,PAMPA HERMOSA,YURIMAGUAS,ALTO AMAZONAS,1786,NA,No,-76.27034889,-6.10865202,2043,27,0,0,0,10,Cardonal,Car,2016,115,64.38969765,P. vivax
NUEVO TINAJAYO_LAGUNAS,NUEVO TINAJAYO,LAGUNAS,ALTO AMAZONAS,73,NA,No,-76.27214333,-4.11892,NA,NA,NA,NA,NA,NA,NA,NA,2016,17,232.8767123,P. vivax
SEIS DE MAYO_PASTAZA,SEIS DE MAYO,PASTAZA,DATEM DEL MARAÑON,42,NA,No,-76.27380167,-4.67933,NA,NA,NA,NA,NA,NA,NA,NA,2016,27,642.8571429,P. vivax
SANTA LUCIA_YURIMAGUAS,SANTA LUCIA,YURIMAGUAS,ALTO AMAZONAS,801,NA,No,-76.27794653,-5.88731652,3400,45,0,0,0,10,Pajonal andino,Pj,2016,8,9.987515605,P. vivax
SAN SEBASTIAN_PASTAZA,SAN SEBASTIAN,PASTAZA,DATEM DEL MARAÑON,32,NA,No,-76.27842837,-4.691515048,NA,NA,NA,NA,NA,NA,NA,NA,2016,7,218.75,P. vivax
JEBEROS_JEBEROS,JEBEROS,JEBEROS,ALTO AMAZONAS,2081,NA,No,-76.28373715,-5.29091752,1438,148,0,0,1,13,Pajonal andino,Pj,2016,26,12.49399327,P. vivax
LAS PALMERAS DE SAN ROQUE_YURIMAGUAS,LAS PALMERAS DE SAN ROQUE,YURIMAGUAS,ALTO AMAZONAS,29,NA,No,-76.28469005,-5.92042682,2369,33,7,7,0,8,Matorral arbustivo,Ma,2016,1,34.48275862,P. vivax
LAS PALMERAS DE SAN ROQUE_YURIMAGUAS,LAS PALMERAS DE SAN ROQUE,YURIMAGUAS,ALTO AMAZONAS,29,NA,No,-76.28469005,-5.92042682,3367,144,104,104,0,2,Agricultura costera y andina,Agri,2016,1,34.48275862,P. vivax
BALSAYACU_YURIMAGUAS,BALSAYACU,YURIMAGUAS,ALTO AMAZONAS,177,NA,No,-76.29503278,-5.85832065,3250,77,14,14,0,10,Desierto costero,Dc,2016,1,5.649717514,P. vivax
PUERTO LIBRE_YURIMAGUAS,PUERTO LIBRE,YURIMAGUAS,ALTO AMAZONAS,56,NA,No,-76.29561977,-5.86768077,3303,77,13,13,0,10,Matorral arbustivo,Ma,2016,2,35.71428571,P. vivax
SAN ROQUE_YURIMAGUAS,SAN ROQUE,YURIMAGUAS,ALTO AMAZONAS,105,NA,No,-76.29610063,-5.93143533,3424,196,150,150,0,2,Rï¿½o,R,2016,0,0,P. vivax
LAS PALPAS_BARRANCA,LAS PALPAS,BARRANCA,DATEM DEL MARAÑON,0,NA,No,-76.31039065,-4.99414377,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,NA,P. vivax
VARADERILLO_YURIMAGUAS,VARADERILLO,YURIMAGUAS,ALTO AMAZONAS,69,NA,No,-76.31181865,-5.8665704,3380,85,12,12,0,2,Pajonal andino,Pj,2016,10,144.9275362,P. vivax
NUEVA ALIANZA_YURIMAGUAS,NUEVA ALIANZA,YURIMAGUAS,ALTO AMAZONAS,53,NA,No,-76.31215334,-6.05367417,NA,NA,NA,NA,NA,NA,NA,NA,2016,2,37.73584906,P. vivax
NUEVO MIRAFLORES_BALSAPUERTO,NUEVO MIRAFLORES,BALSAPUERTO,ALTO AMAZONAS,108,NA,No,-76.31855652,-5.85099715,3463,84,17,17,0,10,Matorral arbustivo,Ma,2016,3,27.77777778,P. vivax
SAN ANTONIO DE SINAYACU_YURIMAGUAS,SAN ANTONIO DE SINAYACU,YURIMAGUAS,ALTO AMAZONAS,223,NA,No,-76.31945708,-5.89113442,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,22.42152466,P. vivax
NUEVO CAJAMARCA_YURIMAGUAS,NUEVO CAJAMARCA,YURIMAGUAS,ALTO AMAZONAS,84,NA,No,-76.32020366,-5.92111527,3553,161,116,116,0,2,Cardonal,Car,2016,26,309.5238095,P. vivax
TOPAL_PASTAZA,TOPAL,PASTAZA,DATEM DEL MARAÑON,NA,NA,No,-76.32462828,-4.74252002,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,NA,P. vivax
SAN ISIDRO_BALSAPUERTO,SAN ISIDRO,BALSAPUERTO,ALTO AMAZONAS,81,NA,No,-76.33114202,-5.86608715,3549,84,17,17,0,8,Matorral arbustivo,Ma,2016,4,49.38271605,P. vivax
NUEVA ESPERANZA_BALSAPUERTO,NUEVA ESPERANZA,BALSAPUERTO,ALTO AMAZONAS,316,NA,No,-76.33160161,-5.831054599,3635,142,76,76,0,2,Areas de no bosque amazï¿½nico,Ano,2016,3,9.493670886,P. vivax
NUEVA ESPERANZA_BALSAPUERTO,NUEVA ESPERANZA,BALSAPUERTO,ALTO AMAZONAS,316,NA,No,-76.33160161,-5.831054599,4592,221,0,0,0,8,Agricultura costera y andina,Agri,2016,3,9.493670886,P. vivax
SABALOYACU_ANDOAS,SABALOYACU,ANDOAS,DATEM DEL MARAÑON,285,NA,No,-76.33224732,-3.30495487,NA,NA,NA,NA,NA,NA,NA,NA,2016,15,52.63157895,P. vivax
LAS AMAZONAS_YURIMAGUAS,LAS AMAZONAS,YURIMAGUAS,ALTO AMAZONAS,75,NA,No,-76.33399483,-6.01933645,2838,266,91,91,0,2,Pajonal andino,Pj,2016,6,80,P. vivax
TRES UNIDOS_BALSAPUERTO,TRES UNIDOS,BALSAPUERTO,ALTO AMAZONAS,153,NA,No,-76.33421974,-5.849101,3557,83,17,17,0,10,Pajonal andino,Pj,2016,0,0,P. vivax
SOPLIN_ANDOAS,SOPLIN,ANDOAS,DATEM DEL MARAÑON,260,NA,No,-76.33514539,-3.40728458,NA,NA,NA,NA,NA,NA,NA,NA,2016,15,57.69230769,P. vivax
SAN PEDRO_BALSAPUERTO,SAN PEDRO,BALSAPUERTO,ALTO AMAZONAS,118,NA,No,-76.34835275,-5.83150035,3802,107,41,41,0,2,Pajonal andino,Pj,2016,0,0,P. vivax
CENTRO AMERICA_BALSAPUERTO,CENTRO AMERICA,BALSAPUERTO,ALTO AMAZONAS,148,NA,No,-76.3521519,-5.7900319,4069,148,0,0,0,10,Pajonal andino,Pj,2016,1,6.756756757,P. vivax
PORVENIR_BARRANCA,PORVENIR,BARRANCA,DATEM DEL MARAÑON,357,NA,No,-76.353778,-5.001265,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
NUEVA ALIANZA_BALSAPUERTO,NUEVA ALIANZA,BALSAPUERTO,ALTO AMAZONAS,131,NA,No,-76.35421316,-5.80793727,3954,155,24,24,0,2,Pajonal andino,Pj,2016,2,15.26717557,P. vivax
SAN JUAN DE ARMANAYACU_BALSAPUERTO,SAN JUAN DE ARMANAYACU,BALSAPUERTO,ALTO AMAZONAS,89,NA,No,-76.35703714,-5.87532927,3803,66,1,1,0,8,Agricultura costera y andina,Agri,2016,0,0,P. vivax
LOBOYACU_ANDOAS,LOBOYACU,ANDOAS,DATEM DEL MARAÑON,391,NA,No,-76.35777081,-3.66714722,NA,NA,NA,NA,NA,NA,NA,NA,2016,46,117.6470588,P. vivax
SAN JUAN_BALSAPUERTO,SAN JUAN,BALSAPUERTO,ALTO AMAZONAS,195,NA,No,-76.36235161,-5.879101474,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
SAN CARLOS DE ARMANAYACU_BALSAPUERTO,SAN CARLOS DE ARMANAYACU,BALSAPUERTO,ALTO AMAZONAS,60,NA,No,-76.3633819,-5.87429089,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
OCULIZA_BALSAPUERTO,OCULIZA,BALSAPUERTO,ALTO AMAZONAS,164,NA,No,-76.36410602,-5.77390603,4067,144,25,25,0,8,Pajonal andino,Pj,2016,1,6.097560976,P. vivax
NUEVO PACHIZA_BALSAPUERTO,NUEVO PACHIZA,BALSAPUERTO,ALTO AMAZONAS,89,NA,No,-76.36446564,-5.79320302,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,11.23595506,P. vivax
PARAISO_BALSAPUERTO,PARAISO,BALSAPUERTO,ALTO AMAZONAS,96,NA,No,-76.37000983,-5.88436435,3835,69,4,4,0,8,Pajonal andino,Pj,2016,1,10.41666667,P. vivax
DAMASCO_BALSAPUERTO,DAMASCO,BALSAPUERTO,ALTO AMAZONAS,68,NA,No,-76.37116596,-5.8173188,3954,97,31,31,0,2,Bofedal,Bo,2016,0,0,P. vivax
SAN LORENZO_BALSAPUERTO,SAN LORENZO,BALSAPUERTO,ALTO AMAZONAS,130,NA,No,-76.38159315,-5.88691027,4035,129,16,16,0,8,Pajonal andino,Pj,2016,0,0,P. vivax
SAN LORENZO_BALSAPUERTO,SAN LORENZO,BALSAPUERTO,ALTO AMAZONAS,130,NA,No,-76.38159315,-5.88691027,3775,72,7,7,0,8,Bofedal,Bo,2016,0,0,P. vivax
PAÑAYACU_ANDOAS,PAÑAYACU,ANDOAS,DATEM DEL MARAÑON,302,NA,No,-76.3819801,-2.95128185,NA,NA,NA,NA,NA,NA,NA,NA,2016,15,49.66887417,P. vivax
NUEVO JORDANIA_JEBEROS,NUEVO JORDANIA,JEBEROS,ALTO AMAZONAS,88,NA,No,-76.38582466,-5.28443978,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,11.36363636,P. vivax
FRAY MARTIN_BALSAPUERTO,FRAY MARTIN,BALSAPUERTO,ALTO AMAZONAS,393,NA,No,-76.38972878,-5.77578753,4181,112,3,3,0,10,Desierto costero,Dc,2016,8,20.3562341,P. vivax
ALIANZA CAPAHUARI_ANDOAS,ALIANZA CAPAHUARI,ANDOAS,DATEM DEL MARAÑON,215,NA,No,-76.39094308,-2.87307628,NA,NA,NA,NA,NA,NA,NA,NA,2016,30,139.5348837,P. vivax
NUEVO YURIMAGUAS_BALSAPUERTO,NUEVO YURIMAGUAS,BALSAPUERTO,ALTO AMAZONAS,68,NA,No,-76.3913104,-5.89940715,3739,78,12,12,0,8,Pajonal andino,Pj,2016,3,44.11764706,P. vivax
LOMALINDA_BALSAPUERTO,LOMALINDA,BALSAPUERTO,ALTO AMAZONAS,161,NA,No,-76.3966714,-5.73241203,NA,NA,NA,NA,NA,NA,NA,NA,2016,26,161.4906832,P. vivax
PUERTO INDUSTRIAL_PASTAZA,PUERTO INDUSTRIAL,PASTAZA,DATEM DEL MARAÑON,897,NA,No,-76.39923353,-4.92446689,NA,NA,NA,NA,NA,NA,NA,NA,2016,12,13.37792642,P. vivax
NUEVO PROGRESO_BALSAPUERTO,NUEVO PROGRESO,BALSAPUERTO,ALTO AMAZONAS,244,NA,No,-76.39998415,-5.89856515,3699,77,7,7,0,8,Pajonal andino,Pj,2016,2,8.196721311,P. vivax
MOYOBAMBILLO_BALSAPUERTO,MOYOBAMBILLO,BALSAPUERTO,ALTO AMAZONAS,230,NA,No,-76.40066765,-5.74979877,4207,132,28,28,0,8,Pajonal andino,Pj,2016,19,82.60869565,P. vivax
ANDOAS VIEJO_ANDOAS,ANDOAS VIEJO,ANDOAS,DATEM DEL MARAÑON,511,NA,No,-76.40193749,-2.90488991,NA,NA,NA,NA,NA,NA,NA,NA,2016,194,379.6477495,P. vivax
SAN GABRIEL DE VARADERO_BALSAPUERTO,SAN GABRIEL DE VARADERO,BALSAPUERTO,ALTO AMAZONAS,584,NA,No,-76.4126909,-5.71339002,4237,182,77,77,0,8,Matorral arbustivo,Ma,2016,16,27.39726027,P. vivax
NUEVA VIDA_ANDOAS,NUEVA VIDA,ANDOAS,DATEM DEL MARAÑON,26,NA,No,-76.41445985,-3.22786135,NA,NA,NA,NA,NA,NA,NA,NA,2016,9,346.1538462,P. vivax
SANTA ROSA_ANDOAS,SANTA ROSA,ANDOAS,DATEM DEL MARAÑON,NA,NA,No,-76.41481928,-3.75092852,NA,NA,NA,NA,NA,NA,NA,NA,2016,14,NA,P. vivax
SANTA ANA_PASTAZA,SANTA ANA,PASTAZA,DATEM DEL MARAÑON,406,NA,No,-76.41533789,-4.8716344,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,2.463054187,P. vivax
ALIANZA TOPAL_ANDOAS,ALIANZA TOPAL,ANDOAS,DATEM DEL MARAÑON,354,NA,No,-76.42279542,-2.85640892,NA,NA,NA,NA,NA,NA,NA,NA,2016,23,64.97175141,P. vivax
BOLOGNESI_ANDOAS,BOLOGNESI,ANDOAS,DATEM DEL MARAÑON,203,NA,No,-76.42434482,-3.60942393,NA,NA,NA,NA,NA,NA,NA,NA,2016,36,177.3399015,P. vivax
3 DE AGOSTO_PASTAZA,3 DE AGOSTO,PASTAZA,DATEM DEL MARAÑON,6,NA,No,-76.4265814,-4.84702327,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
NUEVO ARICA_BALSAPUERTO,NUEVO ARICA,BALSAPUERTO,ALTO AMAZONAS,97,NA,No,-76.42807883,-5.91152767,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,51.54639175,P. vivax
SALASHCA_PASTAZA,SALASHCA,PASTAZA,DATEM DEL MARAÑON,9,NA,No,-76.428165,-4.56648,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,111.1111111,P. vivax
MACHIQUINA_PASTAZA,MACHIQUINA,PASTAZA,DATEM DEL MARAÑON,34,NA,No,-76.43144852,-4.5404784,NA,NA,NA,NA,NA,NA,NA,NA,2016,3,88.23529412,P. vivax
NARANJAL_ANDOAS,NARANJAL,ANDOAS,DATEM DEL MARAÑON,150,NA,No,-76.43309524,-3.15923216,NA,NA,NA,NA,NA,NA,NA,NA,2016,23,153.3333333,P. vivax
CHURUS_ANDOAS,CHURUS,ANDOAS,DATEM DEL MARAÑON,82,NA,No,-76.43373636,-2.832521346,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
SUNGACHE_ANDOAS,SUNGACHE,ANDOAS,DATEM DEL MARAÑON,195,NA,No,-76.43375383,-3.7570759,NA,NA,NA,NA,NA,NA,NA,NA,2016,11,56.41025641,P. vivax
ALIANZA CRISTIANA_ANDOAS,ALIANZA CRISTIANA,ANDOAS,DATEM DEL MARAÑON,586,NA,No,-76.43391502,-3.47525444,NA,NA,NA,NA,NA,NA,NA,NA,2016,423,721.8430034,P. vivax
NARANJILLO_BALSAPUERTO,NARANJILLO,BALSAPUERTO,ALTO AMAZONAS,65,NA,No,-76.4342171,-5.91761264,3589,96,11,11,0,8,Bosque de montaï¿½a basimontano,Bm,2016,1,15.38461538,P. vivax
HUAGRAMONA_ANDOAS,HUAGRAMONA,ANDOAS,DATEM DEL MARAÑON,500,NA,No,-76.43438454,-3.08022469,NA,NA,NA,NA,NA,NA,NA,NA,2016,36,72,P. vivax
TRUENO COCHA_PASTAZA,TRUENO COCHA,PASTAZA,DATEM DEL MARAÑON,251,NA,No,-76.4357693,-4.70035435,NA,NA,NA,NA,NA,NA,NA,NA,2016,52,207.1713147,P. vivax
PURAHUA_PASTAZA,PURAHUA,PASTAZA,DATEM DEL MARAÑON,237,NA,No,-76.43825165,-4.63181627,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
NUEVO CHAZUTA_BALSAPUERTO,NUEVO CHAZUTA,BALSAPUERTO,ALTO AMAZONAS,200,NA,No,-76.4386069,-5.72549652,NA,NA,NA,NA,NA,NA,NA,NA,2016,2,10,P. vivax
BUENA VISTA_ANDOAS,BUENA VISTA,ANDOAS,DATEM DEL MARAÑON,34,NA,No,-76.43884161,-3.05603357,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,29.41176471,P. vivax
CAMPO VERDE_PASTAZA,CAMPO VERDE,PASTAZA,DATEM DEL MARAÑON,102,NA,No,-76.43891024,-4.72292498,NA,NA,NA,NA,NA,NA,NA,NA,2016,32,313.7254902,P. vivax
PUERTO NUEVO_PASTAZA,PUERTO NUEVO,PASTAZA,DATEM DEL MARAÑON,16,NA,No,-76.44333642,-4.81837075,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,62.5,P. vivax
CHICLIN_PASTAZA,CHICLIN,PASTAZA,DATEM DEL MARAÑON,10,NA,No,-76.44346953,-4.81840065,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
NUEVO MAMBOYACU_PASTAZA,NUEVO MAMBOYACU,PASTAZA,DATEM DEL MARAÑON,NA,NA,No,-76.44487469,-4.47272292,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,NA,P. vivax
VIEJO MAMBOYACU_PASTAZA,VIEJO MAMBOYACU,PASTAZA,DATEM DEL MARAÑON,54,NA,No,-76.44495454,-4.430044578,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
ANATICO_ANDOAS,ANATICO,ANDOAS,DATEM DEL MARAÑON,209,NA,No,-76.44693345,-3.48843978,NA,NA,NA,NA,NA,NA,NA,NA,2016,82,392.3444976,P. vivax
NUEVO NAZARETH_PASTAZA,NUEVO NAZARETH,PASTAZA,DATEM DEL MARAÑON,81,NA,No,-76.44724021,-4.49840289,NA,NA,NA,NA,NA,NA,NA,NA,2016,26,320.9876543,P. vivax
LOS JARDINES_ANDOAS,LOS JARDINES,ANDOAS,DATEM DEL MARAÑON,339,NA,No,-76.45109498,-2.81772484,NA,NA,NA,NA,NA,NA,NA,NA,2016,71,209.439528,P. vivax
SAN FERNANDO_BALSAPUERTO,SAN FERNANDO,BALSAPUERTO,ALTO AMAZONAS,88,NA,No,-76.45117153,-5.73138028,4505,232,54,54,0,10,Pajonal andino,Pj,2016,1,11.36363636,P. vivax
PUNCHANA_JEBEROS,PUNCHANA,JEBEROS,ALTO AMAZONAS,173,NA,No,-76.45132948,-5.33005772,2484,765,134,134,0,2,Matorral arbustivo,Ma,2016,0,0,P. vivax
NUEVA UNION_PASTAZA,NUEVA UNION,PASTAZA,DATEM DEL MARAÑON,73,NA,No,-76.45180883,-4.81138266,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
LA CURVA_PASTAZA,LA CURVA,PASTAZA,DATEM DEL MARAÑON,89,NA,No,-76.45191801,-4.79674178,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
SAN PEDRO DE POROTOYACU_BALSAPUERTO,SAN PEDRO DE POROTOYACU,BALSAPUERTO,ALTO AMAZONAS,64,NA,No,-76.45268395,-5.918165998,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
HIRAPAY_BALSAPUERTO,HIRAPAY,BALSAPUERTO,ALTO AMAZONAS,181,NA,No,-76.45281965,-5.69855078,NA,NA,NA,NA,NA,NA,NA,NA,2016,1,5.524861878,P. vivax
NUEVO TOCACHE_BALSAPUERTO,NUEVO TOCACHE,BALSAPUERTO,ALTO AMAZONAS,35,NA,No,-76.45345761,-5.967255558,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
NUEVO UNGURAHUI_PASTAZA,NUEVO UNGURAHUI,PASTAZA,DATEM DEL MARAÑON,89,NA,No,-76.45570734,-4.67287768,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
SANTA ANITA_BALSAPUERTO,SANTA ANITA,BALSAPUERTO,ALTO AMAZONAS,42,NA,No,-76.45969493,-5.703864874,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
SANTA MARTHA_BALSAPUERTO,SANTA MARTHA,BALSAPUERTO,ALTO AMAZONAS,68,NA,No,-76.45984919,-5.857778453,NA,NA,NA,NA,NA,NA,NA,NA,2016,24,352.9411765,P. vivax
NUEVO ANDOAS_ANDOAS,NUEVO ANDOAS,ANDOAS,DATEM DEL MARAÑON,844,NA,No,-76.46168656,-2.80575698,NA,NA,NA,NA,NA,NA,NA,NA,2016,55,65.16587678,P. vivax
SIWIN_ANDOAS,SIWIN,ANDOAS,DATEM DEL MARAÑON,257,NA,No,-76.46237442,-3.20683541,NA,NA,NA,NA,NA,NA,NA,NA,2016,69,268.4824903,P. vivax
SAN MIGUEL_BARRANCA,SAN MIGUEL,BARRANCA,DATEM DEL MARAÑON,69,NA,No,-76.46241667,-4.925703334,NA,NA,NA,NA,NA,NA,NA,NA,2016,0,0,P. vivax
NUEVA ESPERANZA_ANDOAS,NUEVA ESPERANZA,ANDOAS,DATEM DEL MARAÑON,92,NA,No,-76.46490928,-3.91422064,NA,NA,NA,NA,NA,NA,NA,NA,2016,8,86.95652174,P. vivax
BELLAVISTA_JEBEROS,BELLAVISTA,JEBEROS,ALTO AMAZONAS,394,NA,No,-76.46545682,-5.30438109,2562,776,6,6,0,10,Bofedal,Bo,2016,2,5.076142132,P. vivax
