LOC_DIST,test1,LOCALIDAD,DISTRITO,PROVINCIA,POBLACION,casos 2013,casos 2014,casos 2015,casos 2016,casos 2017,casos 2018,casos 2019,IPAs 2013,IPAs 2014,IPAs 2015,IPAs 2016,IPAs 2017,IPAs 2018,IPAs 2019,filtro
SAN ANTONIO DE CACAO_RAMON CASTILLA,SAN ANTONIO DE CACAO_RAMON CASTILLA,SAN ANTONIO DE CACAO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,169,3,10,0,0,6,9,2,17.75,59.17,0,0,35.5,53.25,11.83,NO
SAN ESTEBAN_RAMON CASTILLA,SAN ESTEBAN_RAMON CASTILLA,SAN ESTEBAN,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,181,114,123,57,74,10,1,0,0,0,0,0,0,0,NO
SAN FRANCISCO DE MARICHIN_RAMON CASTILLA,SAN FRANCISCO DE MARICHIN_RAMON CASTILLA,SAN FRANCISCO DE MARICHIN,RAMON CASTILLA,MARISCAL RAMON CASTILLA,181,247,105,277,79,47,23,5,1364.64,580.11,1530.39,436.46,259.67,127.07,27.62,NO
SAN FRANCISCO DE SUNI_RAMON CASTILLA,SAN FRANCISCO DE SUNI_RAMON CASTILLA,SAN FRANCISCO DE SUNI,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NO
SAN FRANCISCO DE YAHUMA_RAMON CASTILLA,SAN FRANCISCO DE YAHUMA_RAMON CASTILLA,SAN FRANCISCO DE YAHUMA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NO
SAN ISIDRO_RAMON CASTILLA,SAN ISIDRO_RAMON CASTILLA,SAN ISIDRO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NO
SAN JOSE DE LORETOYACU_RAMON CASTILLA,SAN JOSE DE LORETOYACU_RAMON CASTILLA,SAN JOSE DE LORETOYACU,RAMON CASTILLA,MARISCAL RAMON CASTILLA,114,55,66,236,80,105,92,25,482.46,578.95,2070.18,701.75,921.05,807.02,219.3,NO
SAN JOSE DE YANAYACU_RAMON CASTILLA,SAN JOSE DE YANAYACU_RAMON CASTILLA,SAN JOSE DE YANAYACU,RAMON CASTILLA,MARISCAL RAMON CASTILLA,263,63,18,21,18,18,4,9,239.54,68.44,79.85,68.44,68.44,15.21,34.22,NO
SAN JUAN DE CACAO_RAMON CASTILLA,SAN JUAN DE CACAO_RAMON CASTILLA,SAN JUAN DE CACAO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,69,6,1,7,1,2,0,0,86.96,14.49,101.45,14.49,28.99,0,0,NO
SAN JUAN DE RAMON CASTILL_RAMON CASTILLA,SAN JUAN DE RAMON CASTILL_RAMON CASTILLA,SAN JUAN DE RAMON CASTILL,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,1,1,3,2,0,0,0,0,0,0,0,0,0,0,NO
SAN MARTIN DE ARAHUANA_RAMON CASTILLA,SAN MARTIN DE ARAHUANA_RAMON CASTILLA,SAN MARTIN DE ARAHUANA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,90,21,13,59,5,7,8,1,233.33,144.44,655.56,55.56,77.78,88.89,11.11,NO
SAN MARTIN DE PORRES_RAMON CASTILLA,SAN MARTIN DE PORRES_RAMON CASTILLA,SAN MARTIN DE PORRES,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,4,5,9,4,4,1,1,0,0,0,0,0,0,0,NO
SAN MIGUEL_RAMON CASTILLA,SAN MIGUEL_RAMON CASTILLA,SAN MIGUEL,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NO
SAN MIGUEL DE CACAO_RAMON CASTILLA,SAN MIGUEL DE CACAO_RAMON CASTILLA,SAN MIGUEL DE CACAO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,249,25,2,4,5,1,0,2,100.4,8.03,16.06,20.08,4.02,0,8.03,NO
SAN PEDRO DE CACAO_RAMON CASTILLA,SAN PEDRO DE CACAO_RAMON CASTILLA,SAN PEDRO DE CACAO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,222,3,0,3,1,1,4,1,13.51,0,13.51,4.5,4.5,18.02,4.5,NO
SAN PUA DE SUNI_RAMON CASTILLA,SAN PUA DE SUNI_RAMON CASTILLA,SAN PUA DE SUNI,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
SAN SALVADOR_RAMON CASTILLA,SAN SALVADOR_RAMON CASTILLA,SAN SALVADOR,RAMON CASTILLA,MARISCAL RAMON CASTILLA,101,6,6,0,0,0,0,0,59.41,59.41,0,0,0,0,0,NO
SAN SALVADOR I ZONA_RAMON CASTILLA,SAN SALVADOR I ZONA_RAMON CASTILLA,SAN SALVADOR I ZONA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,80,3,1,18,0,0,0,0,37.5,12.5,225,0,0,0,0,NO
SAN SALVADOR II ZONA_RAMON CASTILLA,SAN SALVADOR II ZONA_RAMON CASTILLA,SAN SALVADOR II ZONA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,52,0,0,0,1,2,0,0,0,0,0,19.23,38.46,0,0,NO
SANCHEZ CERRO_RAMON CASTILLA,SANCHEZ CERRO_RAMON CASTILLA,SANCHEZ CERRO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,3,1,0,0,0,1,0,0,0,0,0,0,0,0,NO
SANTA CECILIA_RAMON CASTILLA,SANTA CECILIA_RAMON CASTILLA,SANTA CECILIA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,195,9,4,16,3,2,0,2,46.15,20.51,82.05,15.38,10.26,0,10.26,NO
SANTA CLOTILDE_RAMON CASTILLA,SANTA CLOTILDE_RAMON CASTILLA,SANTA CLOTILDE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
SANTA ELENA_RAMON CASTILLA,SANTA ELENA_RAMON CASTILLA,SANTA ELENA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,91,0,1,3,1,0,0,0,0,10.99,32.97,10.99,0,0,0,NO
SANTA MARTHA_RAMON CASTILLA,SANTA MARTHA_RAMON CASTILLA,SANTA MARTHA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,82,0,2,1,0,0,1,0,0,24.39,12.2,0,0,12.2,0,NO
SANTA RITA DE MOCHILA_RAMON CASTILLA,SANTA RITA DE MOCHILA_RAMON CASTILLA,SANTA RITA DE MOCHILA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,135,6,15,23,1,2,6,0,44.44,111.11,170.37,7.41,14.81,44.44,0,NO
SANTA ROSA_RAMON CASTILLA,SANTA ROSA_RAMON CASTILLA,SANTA ROSA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,20,34,45,4,11,6,0,0,0,0,0,0,0,0,NO
SANTA ROSA DE LIMA_RAMON CASTILLA,SANTA ROSA DE LIMA_RAMON CASTILLA,SANTA ROSA DE LIMA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,59,19,0,49,14,17,28,2,322.03,0,830.51,237.29,288.14,474.58,33.9,NO
SANTA ROSA DE PICHANA_PEBAS,SANTA ROSA DE PICHANA_PEBAS,SANTA ROSA DE PICHANA,PEBAS,MARISCAL RAMON CASTILLA,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
SANTA ROSA DEL CAÑO_RAMON CASTILLA,SANTA ROSA DEL CAÑO_RAMON CASTILLA,SANTA ROSA DEL CAÑO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,79,55,44,4,10,10,3,0,0,0,0,0,0,0,NO
SANTA ROSA LORETO YACU_RAMON CASTILLA,SANTA ROSA LORETO YACU_RAMON CASTILLA,SANTA ROSA LORETO YACU,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
SANTO TOMAS_SAN PABLO,SANTO TOMAS_SAN PABLO,SANTO TOMAS,SAN PABLO,MARISCAL RAMON CASTILLA,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
SANTOA DE SUNI_RAMON CASTILLA,SANTOA DE SUNI_RAMON CASTILLA,SANTOA DE SUNI,RAMON CASTILLA,MARISCAL RAMON CASTILLA,80,0,3,3,0,0,0,0,0,37.5,37.5,0,0,0,0,NO
SARGENTO LORES_SAN PABLO,SARGENTO LORES_SAN PABLO,SARGENTO LORES,SAN PABLO,MARISCAL RAMON CASTILLA,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
TANGARANA_RAMON CASTILLA,TANGARANA_RAMON CASTILLA,TANGARANA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,1,14,120,28,17,1,0,0,0,0,0,0,0,0,NO
TIERRA AMARILLA_RAMON CASTILLA,TIERRA AMARILLA_RAMON CASTILLA,TIERRA AMARILLA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,8,6,0,1,0,0,0,0,0,0,0,0,0,0,NO
TIPISHCA_RAMON CASTILLA,TIPISHCA_RAMON CASTILLA,TIPISHCA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
TRIUNFO_RAMON CASTILLA,TRIUNFO_RAMON CASTILLA,TRIUNFO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
TUPAC AMARU_RAMON CASTILLA,TUPAC AMARU_RAMON CASTILLA,TUPAC AMARU,RAMON CASTILLA,MARISCAL RAMON CASTILLA,112,1,5,17,3,6,3,3,8.93,44.64,151.79,26.79,53.57,26.79,26.79,NO
UNION PROGRESISTA_RAMON CASTILLA,UNION PROGRESISTA_RAMON CASTILLA,UNION PROGRESISTA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,5,2,0,0,0,0,0,0,0,0,0,0,0,0,NO
URANIAS_RAMON CASTILLA,URANIAS_RAMON CASTILLA,URANIAS,RAMON CASTILLA,MARISCAL RAMON CASTILLA,78,38,5,39,17,22,14,32,487.18,64.1,500,217.95,282.05,179.49,410.26,NO
VILLA LUZ_RAMON CASTILLA,VILLA LUZ_RAMON CASTILLA,VILLA LUZ,RAMON CASTILLA,MARISCAL RAMON CASTILLA,37,9,11,33,9,0,6,1,243.24,297.3,891.89,243.24,0,162.16,27.03,NO
VILLA NUEVA ESPERANZA_RAMON CASTILLA,VILLA NUEVA ESPERANZA_RAMON CASTILLA,VILLA NUEVA ESPERANZA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,29,0,2,0,1,2,1,0,0,68.97,0,34.48,68.97,34.48,0,NO
VILLA NUEVA VIDA_RAMON CASTILLA,VILLA NUEVA VIDA_RAMON CASTILLA,VILLA NUEVA VIDA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,0,0,9,0,0,0,0,0,0,0,0,0,0,0,NO
VILLA SAN ESTEBAN_RAMON CASTILLA,VILLA SAN ESTEBAN_RAMON CASTILLA,VILLA SAN ESTEBAN,RAMON CASTILLA,MARISCAL RAMON CASTILLA,47,3,15,0,3,0,0,0,63.83,319.15,0,63.83,0,0,0,NO
VILLA SANTA ROSA_RAMON CASTILLA,VILLA SANTA ROSA_RAMON CASTILLA,VILLA SANTA ROSA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,100,18,2,18,1,4,0,0,180,20,180,10,40,0,0,NO
VISTA ALEGRE_RAMON CASTILLA,VISTA ALEGRE_RAMON CASTILLA,VISTA ALEGRE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,305,6,2,7,2,8,7,0,19.67,6.56,22.95,6.56,26.23,22.95,0,NO
YAHUMA CALLARU / 2 DE MAYO_RAMON CASTILLA,YAHUMA CALLARU / 2 DE MAYO_RAMON CASTILLA,YAHUMA CALLARU / 2 DE MAYO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,,5,0,17,4,3,0,1,0,0,0,0,0,0,0,NO
YAHUMA I ZONA_RAMON CASTILLA,YAHUMA I ZONA_RAMON CASTILLA,YAHUMA I ZONA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,122,1,0,5,0,0,0,0,8.2,0,40.98,0,0,0,0,NO
YAHUMA II ZONA_RAMON CASTILLA,YAHUMA II ZONA_RAMON CASTILLA,YAHUMA II ZONA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,138,0,0,6,0,1,0,1,0,0,43.48,0,7.25,0,7.25,NO
9 DE OCTUBRE_SAN PABLO,9 DE OCTUBRE_SAN PABLO,9 DE OCTUBRE,SAN PABLO,MARISCAL RAMON CASTILLA,262,65,25,46,8,1,0,5,248.09,95.42,175.57,30.53,3.82,0,19.08,NO
ACHUAL_SAN PABLO,ACHUAL_SAN PABLO,ACHUAL,SAN PABLO,MARISCAL RAMON CASTILLA,122,1,0,0,0,2,0,1,8.2,0,0,0,16.39,0,8.2,NO
ALFARO_SAN PABLO,ALFARO_SAN PABLO,ALFARO,SAN PABLO,MARISCAL RAMON CASTILLA,357,77,14,16,2,4,0,1,215.69,39.22,44.82,5.6,11.2,0,2.8,NO
ALTO MONTE ISRAEL_SAN PABLO,ALTO MONTE ISRAEL_SAN PABLO,ALTO MONTE ISRAEL,SAN PABLO,MARISCAL RAMON CASTILLA,2078,24,10,42,23,1,2,1,11.55,4.81,20.21,11.07,0.48,0.96,0.48,NO
BEIRUTH_SAN PABLO,BEIRUTH_SAN PABLO,BEIRUTH,SAN PABLO,MARISCAL RAMON CASTILLA,404,0,2,1,0,0,1,0,0,4.95,2.48,0,0,2.48,0,NO
BUEN JARDIN_SAN PABLO,BUEN JARDIN_SAN PABLO,BUEN JARDIN,SAN PABLO,MARISCAL RAMON CASTILLA,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NO
CAJOCUMA_SAN PABLO,CAJOCUMA_SAN PABLO,CAJOCUMA,SAN PABLO,MARISCAL RAMON CASTILLA,222,8,3,5,1,1,0,0,36.04,13.51,22.52,4.5,4.5,0,0,NO
CAPIRONAL_SAN PABLO,CAPIRONAL_SAN PABLO,CAPIRONAL,SAN PABLO,MARISCAL RAMON CASTILLA,209,2,2,1,2,1,0,0,9.57,9.57,4.78,9.57,4.78,0,0,NO
COCHIQUINA_SAN PABLO,COCHIQUINA_SAN PABLO,COCHIQUINA,SAN PABLO,MARISCAL RAMON CASTILLA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
COLONIA SAN PABLO_SAN PABLO,COLONIA SAN PABLO_SAN PABLO,COLONIA SAN PABLO,SAN PABLO,MARISCAL RAMON CASTILLA,134,3,7,1,2,10,0,0,22.39,52.24,7.46,14.93,74.63,0,0,NO
EMILIO BARCIA_SAN PABLO,EMILIO BARCIA_SAN PABLO,EMILIO BARCIA,SAN PABLO,MARISCAL RAMON CASTILLA,,4,3,2,0,0,1,0,0,0,0,0,0,0,0,NO
ES UN DISTRITO NO LOCALIDAD_SAN PABLO,#N/A,ES UN DISTRITO NO LOCALIDAD,SAN PABLO,MARISCAL RAMON CASTILLA,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NO
GONZALO BRISEÑO_SAN PABLO,GONZALO BRISEÑO_SAN PABLO,GONZALO BRISEÑO,SAN PABLO,MARISCAL RAMON CASTILLA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
HORACIO ZEVALLOS_SAN PABLO,HORACIO ZEVALLOS_SAN PABLO,HORACIO ZEVALLOS,SAN PABLO,MARISCAL RAMON CASTILLA,142,5,2,1,2,2,0,0,35.21,14.08,7.04,14.08,14.08,0,0,NO
JESUS DE PRAGA_SAN PABLO,JESUS DE PRAGA_SAN PABLO,JESUS DE PRAGA,SAN PABLO,MARISCAL RAMON CASTILLA,372,15,5,13,5,0,0,0,40.32,13.44,34.95,13.44,0,0,0,NO
JUAN PABLO II_SAN PABLO,JUAN PABLO II_SAN PABLO,JUAN PABLO II,SAN PABLO,MARISCAL RAMON CASTILLA,113,10,0,0,0,0,0,0,88.5,0,0,0,0,0,0,NO
LAS PALMERAS_SAN PABLO,LAS PALMERAS_SAN PABLO,LAS PALMERAS,SAN PABLO,MARISCAL RAMON CASTILLA,137,2,2,6,0,0,0,0,14.6,14.6,43.8,0,0,0,0,NO
MAYORUNA_SAN PABLO,MAYORUNA_SAN PABLO,MAYORUNA,SAN PABLO,MARISCAL RAMON CASTILLA,221,16,35,34,10,23,4,1,72.4,158.37,153.85,45.25,104.07,18.1,4.52,NO
NUEVA ESPERANZA_SAN PABLO,NUEVA ESPERANZA_SAN PABLO,NUEVA ESPERANZA,SAN PABLO,MARISCAL RAMON CASTILLA,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NO
NUEVA ESPERANZA_SAN PABLO,NUEVA ESPERANZA_SAN PABLO,NUEVA ESPERANZA,SAN PABLO,MARISCAL RAMON CASTILLA,104,5,8,7,1,5,0,0,48.08,76.92,67.31,9.62,48.08,0,0,NO
NUEVO PROGRESO_SAN PABLO,NUEVO PROGRESO_SAN PABLO,NUEVO PROGRESO,SAN PABLO,MARISCAL RAMON CASTILLA,86,2,1,1,0,0,0,0,23.26,11.63,11.63,0,0,0,0,NO
PERTENECE AL DISTRITO RAMON CASTILLA_SAN PABLO,#N/A,PERTENECE AL DISTRITO RAMON CASTILLA,SAN PABLO,MARISCAL RAMON CASTILLA,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NO
PERUATE I ZONA_SAN PABLO,PERUATE I ZONA_SAN PABLO,PERUATE I ZONA,SAN PABLO,MARISCAL RAMON CASTILLA,110,3,0,2,0,0,0,0,27.27,0,18.18,0,0,0,0,NO
PERUATE II ZONA_SAN PABLO,PERUATE II ZONA_SAN PABLO,PERUATE II ZONA,SAN PABLO,MARISCAL RAMON CASTILLA,146,3,0,0,4,1,0,0,20.55,0,0,27.4,6.85,0,0,NO
PROSPERIDAD_SAN PABLO,PROSPERIDAD_SAN PABLO,PROSPERIDAD,SAN PABLO,MARISCAL RAMON CASTILLA,225,2,4,3,0,0,0,0,8.89,17.78,13.33,0,0,0,0,NO
PUCA PLAYA_SAN PABLO,PUCA PLAYA_SAN PABLO,PUCA PLAYA,SAN PABLO,MARISCAL RAMON CASTILLA,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
RESACA PERUATE_SAN PABLO,RESACA PERUATE_SAN PABLO,RESACA PERUATE,SAN PABLO,MARISCAL RAMON CASTILLA,175,3,0,2,0,0,1,0,17.14,0,11.43,0,0,5.71,0,NO
SAN ALBERTO DE MOROYA_SAN PABLO,SAN ALBERTO DE MOROYA_SAN PABLO,SAN ALBERTO DE MOROYA,SAN PABLO,MARISCAL RAMON CASTILLA,,5,5,4,3,1,0,2,0,0,0,0,0,0,0,NO
SAN ANTONIO_SAN PABLO,SAN ANTONIO_SAN PABLO,SAN ANTONIO,SAN PABLO,MARISCAL RAMON CASTILLA,899,24,15,58,8,7,10,1,26.7,16.69,64.52,8.9,7.79,11.12,1.11,NO
SAN FELIPE_SAN PABLO,SAN FELIPE_SAN PABLO,SAN FELIPE,SAN PABLO,MARISCAL RAMON CASTILLA,498,30,7,13,7,2,2,0,60.24,14.06,26.1,14.06,4.02,4.02,0,NO
SAN ISIDRO_SAN PABLO,SAN ISIDRO_SAN PABLO,SAN ISIDRO,SAN PABLO,MARISCAL RAMON CASTILLA,770,7,2,8,1,1,0,0,9.09,2.6,10.39,1.3,1.3,0,0,NO
SAN JOSE DE BERCEVAS - PERTENECE AL DISTRITO RAMON CASTILLA_SAN PABLO,#N/A,SAN JOSE DE BERCEVAS - PERTENECE AL DISTRITO RAMON CASTILLA,SAN PABLO,MARISCAL RAMON CASTILLA,,0,0,3,6,0,0,1,0,0,0,0,0,0,0,NO
SAN JOSE DE PROSPERIDAD_SAN PABLO,SAN JOSE DE PROSPERIDAD_SAN PABLO,SAN JOSE DE PROSPERIDAD,SAN PABLO,MARISCAL RAMON CASTILLA,119,0,3,1,0,1,0,0,0,25.21,8.4,0,8.4,0,0,NO
SAN JUAN DE CAMUCHERO_SAN PABLO,SAN JUAN DE CAMUCHERO_SAN PABLO,SAN JUAN DE CAMUCHERO,SAN PABLO,MARISCAL RAMON CASTILLA,338,7,8,12,5,5,0,1,20.71,23.67,35.5,14.79,14.79,0,2.96,NO
SAN MIGUEL DE COCHIQUINAS_SAN PABLO,SAN MIGUEL DE COCHIQUINAS_SAN PABLO,SAN MIGUEL DE COCHIQUINAS,SAN PABLO,MARISCAL RAMON CASTILLA,105,8,8,12,3,0,0,0,76.19,76.19,114.29,28.57,0,0,0,NO
SAN PABLO_SAN PABLO,SAN PABLO_SAN PABLO,SAN PABLO,SAN PABLO,MARISCAL RAMON CASTILLA,,82,29,21,5,7,2,1,0,0,0,0,0,0,0,NO
SAN PABLO DE LORETO_SAN PABLO,SAN PABLO DE LORETO_SAN PABLO,SAN PABLO DE LORETO,SAN PABLO,MARISCAL RAMON CASTILLA,2518,9,6,24,2,10,1,1,3.57,2.38,9.53,0.79,3.97,0.4,0.4,NO
SAN PEDRO DE PALO SECO - PERTENECE A RAMON CASTILLA_SAN PABLO,#N/A,SAN PEDRO DE PALO SECO - PERTENECE A RAMON CASTILLA,SAN PABLO,MARISCAL RAMON CASTILLA,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NO
SANTA CLARA_SAN PABLO,SANTA CLARA_SAN PABLO,SANTA CLARA,SAN PABLO,MARISCAL RAMON CASTILLA,100,1,1,2,1,0,0,0,10,10,20,10,0,0,0,NO
SANTA ELENA DE IMAZA_PEBAS,SANTA ELENA DE IMAZA_PEBAS,SANTA ELENA DE IMAZA,PEBAS,MARISCAL RAMON CASTILLA,,12,5,4,4,0,0,1,0,0,0,0,0,0,0,NO
SANTA RITA_SAN PABLO,SANTA RITA_SAN PABLO,SANTA RITA,SAN PABLO,MARISCAL RAMON CASTILLA,345,1,6,5,1,0,0,1,2.9,17.39,14.49,2.9,0,0,2.9,NO
SANTA ROSA_SAN PABLO,SANTA ROSA_SAN PABLO,SANTA ROSA,SAN PABLO,MARISCAL RAMON CASTILLA,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,NO
SANTA ROSA DE PUCA PLAYA_SAN PABLO,SANTA ROSA DE PUCA PLAYA_SAN PABLO,SANTA ROSA DE PUCA PLAYA,SAN PABLO,MARISCAL RAMON CASTILLA,55,0,1,0,0,0,0,0,0,18.18,0,0,0,0,0,NO
SANTO TOMAS_SAN PABLO,SANTO TOMAS_SAN PABLO,SANTO TOMAS,SAN PABLO,MARISCAL RAMON CASTILLA,412,2,1,5,2,1,0,0,4.85,2.43,12.14,4.85,2.43,0,0,NO
SANTO TORIBIO DE MOGROVEJO - PERTENECE AL DISTRITO PEBAS_SAN PABLO,#N/A,SANTO TORIBIO DE MOGROVEJO - PERTENECE AL DISTRITO PEBAS,SAN PABLO,MARISCAL RAMON CASTILLA,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
SARGENTO LORES CAMOTE_SAN PABLO,SARGENTO LORES CAMOTE_SAN PABLO,SARGENTO LORES CAMOTE,SAN PABLO,MARISCAL RAMON CASTILLA,147,3,2,3,0,0,0,0,20.41,13.61,20.41,0,0,0,0,NO
SEÑOR DE LOS MILAGROS_SAN PABLO,SEÑOR DE LOS MILAGROS_SAN PABLO,SEÑOR DE LOS MILAGROS,SAN PABLO,MARISCAL RAMON CASTILLA,,0,2,0,2,0,0,0,0,0,0,0,0,0,0,NO
TARZO_SAN PABLO,TARZO_SAN PABLO,TARZO,SAN PABLO,MARISCAL RAMON CASTILLA,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
UNION PROGRESISTA_SAN PABLO,UNION PROGRESISTA_SAN PABLO,UNION PROGRESISTA,SAN PABLO,MARISCAL RAMON CASTILLA,306,3,2,5,4,2,0,0,9.8,6.54,16.34,13.07,6.54,0,0,NO
VERBENA_SAN PABLO,VERBENA_SAN PABLO,VERBENA,SAN PABLO,MARISCAL RAMON CASTILLA,117,1,0,0,0,0,1,0,8.55,0,0,0,0,8.55,0,NO
YARINA_SAN PABLO,YARINA_SAN PABLO,YARINA,SAN PABLO,MARISCAL RAMON CASTILLA,194,0,1,3,0,0,0,0,0,5.15,15.46,0,0,0,0,NO
2 DE JULIO_YAVARI,2 DE JULIO_YAVARI,2 DE JULIO,YAVARI,MARISCAL RAMON CASTILLA,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
2 DE MAYO_YAVARI,2 DE MAYO_YAVARI,2 DE MAYO,YAVARI,MARISCAL RAMON CASTILLA,55,67,31,66,4,12,4,1,1218.18,563.64,1200,72.73,218.18,72.73,18.18,NO
28 DE JULIO_YAVARI,28 DE JULIO_YAVARI,28 DE JULIO,YAVARI,MARISCAL RAMON CASTILLA,59,35,1,16,0,0,0,0,593.22,16.95,271.19,0,0,0,0,NO
3 DE NOVIEMBRE_YAVARI,3 DE NOVIEMBRE_YAVARI,3 DE NOVIEMBRE,YAVARI,MARISCAL RAMON CASTILLA,14,16,1,1,0,0,2,0,1142.86,71.43,71.43,0,0,142.86,0,NO
ABANCAY_YAVARI,ABANCAY_YAVARI,ABANCAY,YAVARI,MARISCAL RAMON CASTILLA,,0,9,0,0,0,0,0,0,0,0,0,0,0,0,NO
ALIANZA_YAVARI,ALIANZA_YAVARI,ALIANZA,YAVARI,MARISCAL RAMON CASTILLA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
AMELIA_YAVARI,AMELIA_YAVARI,AMELIA,YAVARI,MARISCAL RAMON CASTILLA,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,NO
ANTIQUERA_YAVARI,ANTIQUERA_YAVARI,ANTIQUERA,YAVARI,MARISCAL RAMON CASTILLA,0,9,3,3,0,11,2,0,0,0,0,0,0,0,0,NO
ARICA_YAVARI,ARICA_YAVARI,ARICA,YAVARI,MARISCAL RAMON CASTILLA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
ATALAYA_YAVARI,ATALAYA_YAVARI,ATALAYA,YAVARI,MARISCAL RAMON CASTILLA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
BELLAVISTA CALLARU_YAVARI,BELLAVISTA CALLARU_YAVARI,BELLAVISTA CALLARU,YAVARI,MARISCAL RAMON CASTILLA,,161,6,2,177,257,365,79,0,0,0,0,0,0,0,NO
BENLLAMIN_YAVARI,BENLLAMIN_YAVARI,BENLLAMIN,YAVARI,MARISCAL RAMON CASTILLA,,7,3,2,1,2,0,0,0,0,0,0,0,0,0,NO
BRASIL_YAVARI,BRASIL_YAVARI,BRASIL,YAVARI,MARISCAL RAMON CASTILLA,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
BUEN CAMINO_YAVARI,BUEN CAMINO_YAVARI,BUEN CAMINO,YAVARI,MARISCAL RAMON CASTILLA,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
BUEN INTENTO_YAVARI,BUEN INTENTO_YAVARI,BUEN INTENTO,YAVARI,MARISCAL RAMON CASTILLA,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
BUEN SUCESO_YAVARI,BUEN SUCESO_YAVARI,BUEN SUCESO,YAVARI,MARISCAL RAMON CASTILLA,191,271,329,357,169,142,44,17,1418.85,1722.51,1869.11,884.82,743.46,230.37,89.01,NO
BUFEO COCHA_YAVARI,BUFEO COCHA_YAVARI,BUFEO COCHA,YAVARI,MARISCAL RAMON CASTILLA,,1,3,67,0,0,0,0,0,0,0,0,0,0,0,NO
